host_is_superhost,cancellation_policy,instant_bookable,host_total_listings_count,neighbourhood_cleansed,latitude,longitude,property_type,room_type,accommodates,bathrooms,bedrooms,beds,bed_type,minimum_nights,number_of_reviews,review_scores_rating,review_scores_accuracy,review_scores_cleanliness,review_scores_checkin,review_scores_communication,review_scores_location,review_scores_value,price,cluster
t,strict_14_with_grace_period,f,2,Western Addition,37.77711,-122.44295,Apartment,Entire home/apt,8,2,3,4,Real Bed,3,179,99.0,10.0,10.0,10.0,10.0,10.0,10.0,600.0,1
f,moderate,t,1,Bernal Heights,37.74245,-122.42093,House,Entire home/apt,4,1,2,2,Real Bed,1,31,95.0,10.0,9.0,10.0,10.0,10.0,9.0,275.0,1
f,strict_14_with_grace_period,f,1,North Beach,37.802040000000005,-122.40887,Apartment,Private room,2,1,1,1,Real Bed,75,12,96.0,10.0,9.0,10.0,10.0,10.0,9.0,222.0,1
t,strict_14_with_grace_period,f,4,Western Addition,37.77156,-122.43637,Apartment,Entire home/apt,4,1,2,3,Real Bed,30,52,97.0,10.0,10.0,10.0,10.0,10.0,9.0,300.0,1
t,strict_14_with_grace_period,f,68,Downtown/Civic Center,37.78839,-122.40945,Hotel,Private room,4,1,0,2,Real Bed,2,44,98.0,10.0,10.0,10.0,10.0,10.0,10.0,179.0,1
t,strict_14_with_grace_period,f,1,South of Market,37.78004,-122.40265,Loft,Entire home/apt,2,1,1,1,Real Bed,30,18,96.0,10.0,10.0,10.0,10.0,8.0,8.0,191.0,1
t,flexible,t,2,Mission,37.76715,-122.41756000000001,Townhouse,Private room,2,1,1,1,Real Bed,2,145,99.0,10.0,10.0,10.0,10.0,9.0,10.0,189.0,1
f,flexible,t,31,South of Market,37.78638,-122.39025,Apartment,Entire home/apt,4,2,2,2,Real Bed,30,2,60.0,7.0,7.0,6.0,7.0,6.0,5.0,239.0,0
t,moderate,f,1,Castro/Upper Market,37.76912,-122.43198999999998,Apartment,Private room,2,1,1,1,Real Bed,2,148,98.0,10.0,10.0,10.0,10.0,10.0,10.0,110.0,1
t,strict_14_with_grace_period,f,68,Downtown/Civic Center,3.77889,-122.41098000000001,Hotel,Private room,4,1,0,1,Real Bed,1,24,98.0,10.0,10.0,10.0,10.0,10.0,10.0,180.0,1
t,strict_14_with_grace_period,f,35,Chinatown,37.79075,-122.40881999999999,Apartment,Entire home/apt,2,1,1,1,Real Bed,30,6,97.0,9.0,9.0,9.0,10.0,10.0,9.0,97.0,1
t,strict_14_with_grace_period,f,68,Downtown/Civic Center,37.78846,-122.41055,Hotel,Private room,4,1,0,2,Real Bed,1,18,100.0,10.0,10.0,10.0,10.0,10.0,10.0,180.0,1
t,strict_14_with_grace_period,f,3,Castro/Upper Market,3.7760300000000004,-122.43873,Apartment,Private room,1,1,1,1,Real Bed,30,15,99.0,9.0,9.0,10.0,10.0,10.0,9.0,99.0,1
t,moderate,f,3,Excelsior,37.71799,-122.43635,House,Entire home/apt,6,1,3,3,Real Bed,3,92,98.0,10.0,10.0,10.0,10.0,9.0,10.0,350.0,1
t,strict_14_with_grace_period,f,68,Downtown/Civic Center,37.788779999999996,-122.41148000000001,Hotel,Private room,4,1,0,2,Real Bed,1,19,95.0,10.0,10.0,10.0,10.0,10.0,9.0,180.0,1
f,moderate,f,1,Mission,37.75649,-122.41025,Apartment,Entire home/apt,4,2,2,2,Real Bed,2,9,98.0,10.0,10.0,10.0,10.0,10.0,9.0,225.0,1
t,moderate,t,1,Outer Sunset,37.75488,-122.49496,House,Private room,3,1,1,2,Real Bed,1,388,97.0,10.0,10.0,10.0,10.0,10.0,10.0,90.0,1
t,strict_14_with_grace_period,f,1,Diamond Heights,37.74301,-122.44188,Apartment,Entire home/apt,3,2,2,2,Real Bed,3,48,99.0,10.0,10.0,10.0,10.0,10.0,10.0,285.0,1
f,strict_14_with_grace_period,f,1,Inner Richmond,37.78575,-122.47081999999999,Apartment,Entire home/apt,5,1,2,3,Real Bed,30,4,93.0,10.0,10.0,10.0,10.0,9.0,10.0,150.0,1
f,moderate,f,1,Twin Peaks,37.75354,-122.45233,House,Entire home/apt,6,2,3,3,Real Bed,4,20,100.0,10.0,10.0,10.0,10.0,9.0,9.0,450.0,1
t,moderate,t,2,Outer Sunset,37.757940000000005,-122.48953999999999,House,Private room,2,1,1,1,Real Bed,3,404,97.0,10.0,10.0,10.0,10.0,9.0,10.0,110.0,1
t,strict_14_with_grace_period,f,68,Downtown/Civic Center,0.37788,-122.41146,Hostel,Private room,4,1,0,2,Real Bed,1,10,92.0,10.0,10.0,10.0,10.0,10.0,10.0,180.0,1
t,strict_14_with_grace_period,f,68,Downtown/Civic Center,37.78887,-122.40919,Hotel,Private room,4,1,0,2,Real Bed,1,24,98.0,10.0,10.0,10.0,10.0,9.0,9.0,180.0,1
t,moderate,f,1,Russian Hill,37.80017,-122.41243,Apartment,Entire home/apt,4,1,2,4,Real Bed,5,44,97.0,10.0,10.0,10.0,10.0,10.0,9.0,293.0,1
t,moderate,f,2,Twin Peaks,37.75786,-122.44651999999999,Apartment,Entire home/apt,6,1,2,2,Real Bed,2,80,98.0,10.0,10.0,10.0,10.0,10.0,9.0,599.0,1
t,flexible,f,1,Bernal Heights,37.744659999999996,-122.40964,Apartment,Entire home/apt,1,1,1,1,Real Bed,30,5,100.0,10.0,10.0,10.0,10.0,10.0,10.0,125.0,1
f,strict_14_with_grace_period,t,1,Outer Sunset,37.751740000000005,-122.47723,Apartment,Entire home/apt,6,1,2,4,Real Bed,30,5,90.0,10.0,10.0,10.0,10.0,9.0,8.0,250.0,1
t,flexible,f,6,Bernal Heights,37.73551,-122.42486000000001,Boutique hotel,Private room,1,2,1,1,Real Bed,30,19,93.0,10.0,10.0,10.0,10.0,9.0,9.0,39.0,1
t,moderate,f,1,Bernal Heights,37.74753,-122.42128999999998,House,Private room,2,1,1,1,Real Bed,1,257,98.0,10.0,10.0,10.0,10.0,10.0,10.0,145.0,1
t,strict_14_with_grace_period,f,4,Western Addition,37.77917,-122.44627,Condominium,Private room,2,1,1,1,Real Bed,4,60,98.0,10.0,10.0,10.0,10.0,10.0,10.0,900.0,1
t,strict_14_with_grace_period,t,1,Lakeshore,37.733509999999995,-122.48691000000001,House,Private room,3,0,1,1,Real Bed,2,175,97.0,10.0,10.0,10.0,10.0,9.0,10.0,87.0,1
f,moderate,f,1,Mission,3.7763699999999996,-122.41004,House,Private room,1,1,1,1,Real Bed,2,27,99.0,10.0,10.0,10.0,10.0,9.0,10.0,125.0,1
t,moderate,f,5,Marina,37.79704,-122.43732,Apartment,Private room,1,1,1,1,Real Bed,1,145,97.0,10.0,10.0,10.0,10.0,10.0,10.0,109.0,1
t,moderate,f,1,Mission,3.77671,-122.42415,Guest suite,Entire home/apt,2,1,1,1,Real Bed,2,375,95.0,10.0,10.0,10.0,10.0,10.0,9.0,140.0,1
f,moderate,f,2,Inner Richmond,37.77858,-122.46332,House,Entire home/apt,7,2,4,4,Real Bed,3,20,90.0,10.0,8.0,10.0,10.0,9.0,9.0,430.0,1
t,moderate,f,1,Western Addition,3.77708,-122.42713,Apartment,Entire home/apt,2,1,1,1,Real Bed,2,27,100.0,10.0,10.0,10.0,10.0,10.0,10.0,210.0,1
f,strict_14_with_grace_period,f,2,Pacific Heights,37.78999,-122.44345,House,Private room,2,1,1,1,Real Bed,30,1,80.0,8.0,10.0,10.0,10.0,10.0,10.0,120.0,1
t,strict_14_with_grace_period,f,4,Haight Ashbury,37.77527,-122.44422,House,Private room,1,1,1,1,Real Bed,1,3,100.0,10.0,10.0,10.0,10.0,9.0,10.0,95.0,1
f,strict_14_with_grace_period,f,33,South of Market,37.78287,-122.39958,Serviced apartment,Entire home/apt,2,1,0,1,Real Bed,30,0,98.0,10.0,10.0,10.0,10.0,10.0,10.0,141.0,1
t,flexible,f,2,Castro/Upper Market,37.758390000000006,-122.44084,Condominium,Private room,2,1,1,1,Real Bed,3,71,98.0,10.0,10.0,10.0,10.0,10.0,9.0,145.0,1
f,moderate,f,1,Mission,37.76259,-122.42464,Apartment,Entire home/apt,6,1,3,3,Real Bed,30,155,94.0,10.0,10.0,10.0,9.0,10.0,9.0,405.0,1
f,moderate,f,5,Mission,37.76058,-122.42541000000001,Apartment,Private room,2,1,1,1,Real Bed,30,36,95.0,10.0,10.0,10.0,10.0,10.0,9.0,145.0,1
t,strict_14_with_grace_period,f,4,Mission,37.77048,-122.42387,House,Entire home/apt,6,1,2,3,Real Bed,3,27,99.0,10.0,10.0,10.0,10.0,10.0,9.0,375.0,1
f,strict_14_with_grace_period,t,1,Glen Park,37.73423,-122.43128999999999,House,Entire home/apt,10,2,3,5,Real Bed,3,108,93.0,10.0,10.0,10.0,10.0,9.0,9.0,450.0,1
t,strict_14_with_grace_period,f,1,Mission,37.753640000000004,-122.42154,House,Private room,2,1,1,1,Real Bed,2,160,100.0,10.0,10.0,10.0,10.0,10.0,10.0,150.0,1
t,moderate,t,2,Outer Sunset,37.75677,-122.48891,House,Private room,1,1,1,1,Real Bed,3,344,97.0,10.0,10.0,10.0,10.0,9.0,10.0,90.0,1
f,strict_14_with_grace_period,f,1,Mission,37.75946,-122.42151000000001,Condominium,Entire home/apt,5,2,3,3,Real Bed,3,6,100.0,10.0,10.0,10.0,10.0,10.0,10.0,295.0,1
t,moderate,t,6,Bernal Heights,37.74463,-122.40863,House,Private room,6,1,2,4,Real Bed,2,11,96.0,10.0,9.0,10.0,10.0,10.0,9.0,299.0,1
t,flexible,f,2,Presidio,37.81031,-122.47641999999999,Condominium,Private room,2,1,1,1,Real Bed,4,224,97.0,10.0,10.0,10.0,10.0,10.0,10.0,105.0,1
t,strict_14_with_grace_period,f,1,Mission,37.75707,-122.42286999999999,Apartment,Entire home/apt,3,1,1,1,Real Bed,6,31,99.0,10.0,10.0,10.0,10.0,10.0,10.0,210.0,1
t,strict_14_with_grace_period,f,1,Castro/Upper Market,37.75889,-122.43226999999999,House,Entire home/apt,6,2,3,3,Real Bed,3,10,100.0,10.0,10.0,10.0,10.0,10.0,10.0,650.0,1
f,moderate,f,1,Noe Valley,37.75229,-122.43125,Condominium,Entire home/apt,4,1,2,1,Real Bed,3,42,95.0,10.0,9.0,10.0,10.0,10.0,9.0,225.0,1
t,strict_14_with_grace_period,f,2,Mission,37.75229,-122.41593,Apartment,Entire home/apt,2,1,1,1,Real Bed,2,18,99.0,10.0,10.0,10.0,10.0,10.0,9.0,225.0,1
t,flexible,f,1,Outer Sunset,37.75927,-122.50469,Apartment,Entire home/apt,2,1,0,1,Pull-out Sofa,2,129,97.0,10.0,10.0,10.0,10.0,10.0,10.0,125.0,1
t,moderate,f,2,Castro/Upper Market,37.76788,-122.43608,Condominium,Entire home/apt,2,1,2,2,Real Bed,4,22,96.0,10.0,10.0,10.0,10.0,10.0,9.0,200.0,1
t,strict_14_with_grace_period,t,1,Russian Hill,3.7798199999999995,-122.41183000000001,Apartment,Entire home/apt,4,1,2,2,Real Bed,30,112,99.0,10.0,10.0,10.0,10.0,10.0,10.0,185.0,1
t,moderate,f,1,Haight Ashbury,37.77567,-122.44608000000001,Apartment,Private room,2,1,1,1,Real Bed,2,131,99.0,10.0,10.0,10.0,10.0,10.0,10.0,140.0,1
t,flexible,f,1,Castro/Upper Market,37.76272,-122.44353999999998,Condominium,Private room,2,1,1,1,Real Bed,2,251,99.0,10.0,10.0,10.0,10.0,10.0,10.0,145.0,1
t,strict_14_with_grace_period,f,3,Haight Ashbury,37.76856,-122.44861000000002,Apartment,Entire home/apt,15,3,6,10,Real Bed,30,19,99.0,10.0,10.0,10.0,10.0,10.0,10.0,600.0,1
f,strict_14_with_grace_period,f,1,Outer Richmond,37.78611,-122.48234,House,Entire home/apt,4,2,2,2,Real Bed,7,17,99.0,10.0,10.0,10.0,10.0,10.0,10.0,375.0,1
t,moderate,f,1,Castro/Upper Market,3.77595,-122.43876999999999,Apartment,Private room,2,2,1,1,Real Bed,2,135,96.0,10.0,10.0,10.0,10.0,10.0,10.0,125.0,1
f,strict_14_with_grace_period,f,1,Bernal Heights,37.73843,-122.41998000000001,House,Private room,1,2,1,1,Real Bed,30,4,100.0,10.0,9.0,10.0,10.0,10.0,10.0,100.0,1
t,strict_14_with_grace_period,f,2,Seacliff,37.77932,-122.50963999999999,Guest suite,Entire home/apt,4,1,1,1,Real Bed,3,228,96.0,10.0,10.0,10.0,10.0,10.0,9.0,129.0,1
f,strict_14_with_grace_period,f,1,Marina,3.77969,-122.44403,House,Entire home/apt,4,2,3,3,Real Bed,30,5,100.0,10.0,10.0,10.0,10.0,10.0,9.0,350.0,1
f,strict_14_with_grace_period,f,1,Russian Hill,37.799409999999995,-122.41507,Condominium,Entire home/apt,5,2,3,3,Real Bed,7,13,100.0,10.0,10.0,10.0,10.0,10.0,9.0,750.0,1
f,flexible,f,3,North Beach,37.80738,-122.40943999999999,Boat,Entire home/apt,4,1,2,4,Real Bed,2,104,96.0,10.0,9.0,10.0,10.0,10.0,9.0,208.0,1
f,strict_14_with_grace_period,f,1,South of Market,37.776309999999995,-122.39506000000002,Loft,Entire home/apt,4,2,1,2,Real Bed,30,35,99.0,10.0,10.0,10.0,10.0,10.0,9.0,375.0,1
t,strict_14_with_grace_period,f,4,Western Addition,37.777029999999996,-122.44541000000001,Condominium,Private room,2,1,1,1,Real Bed,3,14,96.0,10.0,9.0,10.0,10.0,10.0,9.0,1500.0,1
t,strict_14_with_grace_period,f,2,Twin Peaks,37.746790000000004,-122.44762,House,Entire home/apt,6,2,3,3,Real Bed,3,25,98.0,10.0,10.0,10.0,10.0,9.0,9.0,600.0,1
t,strict_14_with_grace_period,f,3,Potrero Hill,3.77605,-122.39355,Apartment,Entire home/apt,2,1,1,1,Real Bed,31,100,96.0,10.0,10.0,10.0,10.0,10.0,9.0,145.0,1
t,moderate,f,2,Castro/Upper Market,37.75902,-122.44408999999999,Apartment,Private room,2,1,1,1,Real Bed,2,178,98.0,10.0,10.0,10.0,10.0,10.0,10.0,126.0,1
f,flexible,f,2,Mission,37.755320000000005,-122.42495,Apartment,Private room,2,1,1,1,Real Bed,1,1,100.0,10.0,10.0,10.0,10.0,10.0,10.0,75.0,1
f,strict_14_with_grace_period,t,8,Outer Mission,37.73273,-122.43992,Apartment,Entire home/apt,8,2,3,4,Real Bed,1,76,96.0,10.0,10.0,10.0,10.0,10.0,9.0,279.0,1
f,strict_14_with_grace_period,f,2,Potrero Hill,37.75356,-122.40045,Apartment,Entire home/apt,2,1,1,1,Real Bed,30,11,89.0,10.0,9.0,9.0,10.0,9.0,9.0,97.0,1
t,moderate,t,1,Noe Valley,37.742470000000004,-122.42499,Apartment,Entire home/apt,2,1,0,1,Real Bed,3,119,92.0,10.0,10.0,10.0,10.0,10.0,9.0,145.0,1
t,moderate,f,2,Mission,37.76449,-122.42459,Condominium,Private room,2,2,1,0,Real Bed,6,63,98.0,10.0,10.0,10.0,10.0,10.0,10.0,146.0,1
f,strict_14_with_grace_period,t,1,Russian Hill,37.806259999999995,-122.42386,Serviced apartment,Entire home/apt,4,1,1,1,Real Bed,3,0,98.0,10.0,10.0,10.0,10.0,10.0,10.0,739.0,1
t,moderate,t,1,Outer Sunset,37.763909999999996,-122.49779,Guest suite,Entire home/apt,4,1,2,3,Real Bed,1,421,95.0,10.0,10.0,10.0,10.0,10.0,10.0,160.0,1
f,strict_14_with_grace_period,f,1,Parkside,37.74844,-122.46958000000001,House,Private room,2,1,1,2,Real Bed,2,209,96.0,10.0,10.0,10.0,10.0,9.0,10.0,53.0,1
t,moderate,f,3,South of Market,37.77625,-122.40867,Apartment,Private room,1,1,1,1,Real Bed,3,108,96.0,10.0,10.0,10.0,10.0,9.0,10.0,159.0,1
f,moderate,f,1,Outer Mission,37.73154,-122.43515,House,Entire home/apt,6,2,3,4,Real Bed,2,5,100.0,10.0,10.0,10.0,10.0,9.0,10.0,360.0,1
f,moderate,f,1,Inner Richmond,37.781729999999996,-122.46533000000001,Other,Entire home/apt,5,1,3,4,Real Bed,30,16,91.0,9.0,9.0,10.0,9.0,9.0,9.0,189.0,1
f,moderate,f,2,Bernal Heights,3.77351,-122.42141000000001,House,Entire home/apt,4,1,2,2,Real Bed,4,27,99.0,10.0,10.0,10.0,10.0,10.0,10.0,240.0,1
t,moderate,f,1,Western Addition,37.77081,-122.43018000000001,House,Private room,2,1,1,1,Real Bed,3,205,98.0,10.0,10.0,10.0,10.0,10.0,10.0,125.0,1
t,strict_14_with_grace_period,f,1,Outer Sunset,37.754290000000005,-122.49051999999999,House,Entire home/apt,7,1,2,5,Real Bed,365,168,95.0,10.0,9.0,10.0,10.0,9.0,9.0,200.0,1
f,flexible,f,1,Pacific Heights,37.79595,-122.42412,Condominium,Entire home/apt,2,1,1,1,Real Bed,4,6,100.0,10.0,10.0,10.0,10.0,10.0,10.0,450.0,1
t,strict_14_with_grace_period,t,2,Western Addition,37.77283,-122.42988000000001,Loft,Private room,2,1,1,1,Real Bed,30,201,97.0,10.0,10.0,10.0,10.0,10.0,9.0,75.0,1
f,strict_14_with_grace_period,f,2,Outer Mission,37.73291,-122.44384,House,Private room,2,1,1,1,Real Bed,1,20,98.0,10.0,10.0,10.0,10.0,10.0,10.0,100.0,1
t,strict_14_with_grace_period,f,1,Twin Peaks,37.75177,-122.45083999999999,Apartment,Entire home/apt,2,1,1,1,Real Bed,3,110,98.0,10.0,10.0,10.0,10.0,9.0,9.0,129.0,1
t,moderate,f,5,Marina,37.798590000000004,-122.43623999999998,House,Private room,2,1,1,1,Real Bed,2,278,97.0,10.0,10.0,10.0,10.0,10.0,10.0,119.0,1
f,strict_14_with_grace_period,f,2,Bernal Heights,37.74183,-122.41713,Apartment,Entire home/apt,2,1,1,1,Real Bed,2,17,92.0,10.0,9.0,10.0,10.0,10.0,9.0,99.0,1
t,moderate,f,1,Glen Park,37.73881,-122.42521,Guest suite,Entire home/apt,2,1,1,1,Real Bed,2,322,98.0,10.0,10.0,10.0,10.0,10.0,10.0,200.0,1
t,moderate,t,1,Mission,37.76879,-122.41743000000001,Apartment,Private room,2,1,1,1,Real Bed,2,333,98.0,10.0,10.0,10.0,10.0,9.0,10.0,120.0,1
t,strict_14_with_grace_period,f,2,Outer Sunset,37.76256,-122.47783999999999,Apartment,Entire home/apt,2,1,1,1,Real Bed,3,104,97.0,10.0,10.0,10.0,10.0,10.0,10.0,155.0,1
f,strict_14_with_grace_period,f,21,Castro/Upper Market,37.764379999999996,-122.43047,Apartment,Entire home/apt,2,1,1,1,Real Bed,30,18,94.0,10.0,9.0,10.0,10.0,10.0,9.0,110.0,1
t,strict_14_with_grace_period,f,1,Golden Gate Park,37.76652,-122.45601,Apartment,Entire home/apt,2,1,0,1,Real Bed,2,186,96.0,10.0,10.0,10.0,10.0,10.0,9.0,195.0,1
t,moderate,f,1,Noe Valley,37.75525,-122.43995,House,Private room,2,1,1,1,Pull-out Sofa,1,393,97.0,10.0,10.0,10.0,10.0,10.0,10.0,99.0,1
f,strict_14_with_grace_period,f,2,Mission,37.75097,-122.42236000000001,Apartment,Entire home/apt,4,1,2,4,Real Bed,14,4,100.0,10.0,10.0,10.0,10.0,10.0,9.0,250.0,1
t,moderate,f,1,Haight Ashbury,37.76351,-122.44583999999999,House,Private room,2,1,1,1,Real Bed,2,167,100.0,10.0,10.0,10.0,10.0,10.0,10.0,150.0,1
t,moderate,f,41,Nob Hill,37.79117,-122.41426000000001,Apartment,Entire home/apt,2,1,1,1,Real Bed,30,8,98.0,10.0,10.0,10.0,10.0,9.0,10.0,141.0,1
f,super_strict_30,f,35,Castro/Upper Market,37.75721,-122.43732,House,Entire home/apt,4,2,3,4,Real Bed,30,5,92.0,10.0,10.0,8.0,8.0,10.0,8.0,217.0,0
f,strict_14_with_grace_period,f,1,Mission,37.751529999999995,-122.41781999999999,Apartment,Entire home/apt,4,1,2,2,Real Bed,30,134,91.0,9.0,9.0,10.0,10.0,9.0,9.0,125.0,1
f,strict_14_with_grace_period,t,2,Nob Hill,37.795770000000005,-122.41141,Apartment,Private room,2,1,1,1,Real Bed,30,33,93.0,10.0,10.0,10.0,10.0,10.0,9.0,70.0,1
t,moderate,f,3,South of Market,37.77619,-122.41407,Serviced apartment,Private room,2,1,1,1,Real Bed,2,30,100.0,10.0,10.0,10.0,10.0,10.0,10.0,150.0,1
f,moderate,f,1,Bernal Heights,37.74172,-122.41107,House,Entire home/apt,4,2,2,2,Real Bed,3,39,97.0,10.0,10.0,10.0,10.0,9.0,9.0,250.0,1
t,strict_14_with_grace_period,t,3,Bernal Heights,37.736309999999996,-122.42235,House,Private room,2,1,1,1,Real Bed,1,217,95.0,10.0,9.0,10.0,10.0,9.0,9.0,79.0,1
f,strict_14_with_grace_period,f,1,Mission,37.749109999999995,-122.41115,Condominium,Entire home/apt,4,1,2,2,Real Bed,30,26,98.0,10.0,10.0,10.0,10.0,9.0,10.0,190.0,1
t,strict_14_with_grace_period,f,1,Mission,37.76011,-122.41853,Condominium,Entire home/apt,4,1,2,2,Real Bed,2,78,96.0,10.0,10.0,10.0,10.0,10.0,9.0,327.0,1
f,moderate,f,1,Mission,37.76952,-122.42289,Apartment,Entire home/apt,4,1,2,3,Real Bed,2,13,93.0,9.0,9.0,10.0,10.0,9.0,9.0,375.0,1
t,moderate,f,1,Mission,37.75482,-122.40498000000001,Guest suite,Entire home/apt,2,1,0,1,Real Bed,4,126,97.0,10.0,10.0,10.0,10.0,9.0,10.0,125.0,1
f,strict_14_with_grace_period,f,1,Glen Park,37.74168,-122.43061000000002,Apartment,Entire home/apt,6,3,2,4,Real Bed,5,6,100.0,10.0,10.0,10.0,10.0,10.0,10.0,500.0,1
f,moderate,f,3,Downtown/Civic Center,37.78517,-122.41615,Apartment,Entire home/apt,2,1,1,1,Real Bed,2,81,99.0,10.0,10.0,10.0,10.0,10.0,10.0,175.0,1
f,moderate,f,1,Excelsior,37.72246,-122.43437,House,Private room,3,1,1,3,Real Bed,3,154,88.0,9.0,8.0,10.0,10.0,9.0,9.0,104.0,1
f,strict_14_with_grace_period,f,2,North Beach,37.80194,-122.40502,Apartment,Entire home/apt,4,1,1,1,Real Bed,30,84,94.0,9.0,10.0,10.0,9.0,10.0,9.0,115.0,1
t,moderate,f,3,Potrero Hill,37.75091,-122.39629,House,Private room,2,1,1,1,Real Bed,1,305,98.0,10.0,10.0,10.0,10.0,10.0,9.0,133.0,1
f,strict_14_with_grace_period,t,1,Mission,37.748670000000004,-122.42138999999999,Apartment,Entire home/apt,4,1,2,2,Real Bed,5,4,93.0,10.0,9.0,9.0,9.0,9.0,10.0,170.0,1
t,flexible,f,1,Diamond Heights,37.746990000000004,-122.44156000000001,Condominium,Private room,2,1,1,1,Real Bed,4,174,99.0,10.0,10.0,10.0,10.0,10.0,10.0,96.0,1
t,strict_14_with_grace_period,f,1,West of Twin Peaks,37.74333,-122.45074,House,Entire home/apt,2,1,1,1,Real Bed,3,121,99.0,10.0,10.0,10.0,10.0,10.0,10.0,150.0,1
f,moderate,t,4,Ocean View,0.37717,-122.46735,House,Private room,4,1,1,3,Real Bed,1,281,82.0,9.0,8.0,10.0,10.0,9.0,9.0,60.0,0
f,strict_14_with_grace_period,t,1,Russian Hill,37.79699,-122.41601000000001,Condominium,Entire home/apt,4,1,2,2,Real Bed,40,29,100.0,10.0,10.0,10.0,10.0,10.0,10.0,194.0,1
t,flexible,f,1,Bernal Heights,37.73675,-122.42181000000001,Guest suite,Entire home/apt,2,1,1,1,Real Bed,2,92,100.0,10.0,10.0,10.0,10.0,10.0,10.0,100.0,1
f,strict_14_with_grace_period,f,4,Potrero Hill,37.76226,-122.39638000000001,House,Private room,2,2,1,1,Real Bed,30,25,96.0,10.0,10.0,10.0,9.0,10.0,10.0,120.0,1
f,strict_14_with_grace_period,f,1,South of Market,37.78117,-122.39761000000001,Loft,Entire home/apt,4,1,1,2,Real Bed,180,40,97.0,10.0,10.0,10.0,10.0,9.0,9.0,325.0,1
t,moderate,f,3,Downtown/Civic Center,37.783359999999995,-122.42092,Apartment,Entire home/apt,2,2,1,1,Real Bed,30,9,100.0,10.0,10.0,10.0,10.0,9.0,10.0,100.0,1
f,strict_14_with_grace_period,f,33,Marina,3.77964,-122.43558999999999,Townhouse,Entire home/apt,4,1,2,2,Real Bed,30,3,87.0,9.0,8.0,8.0,8.0,10.0,9.0,206.0,0
f,strict_14_with_grace_period,f,33,Pacific Heights,37.79088,-122.42708,Apartment,Entire home/apt,2,1,1,1,Real Bed,30,1,100.0,10.0,10.0,10.0,10.0,10.0,10.0,148.0,1
f,moderate,f,2,Haight Ashbury,37.77022,-122.44939,Apartment,Entire home/apt,7,1,2,4,Real Bed,3,22,96.0,10.0,10.0,10.0,10.0,10.0,9.0,375.0,1
f,strict_14_with_grace_period,f,1,Mission,37.75804,-122.42461999999999,Apartment,Entire home/apt,2,1,1,1,Real Bed,30,38,93.0,10.0,10.0,9.0,10.0,10.0,9.0,310.0,1
t,moderate,f,3,Potrero Hill,37.75727,-122.39818000000001,House,Private room,2,1,1,1,Real Bed,1,282,97.0,10.0,10.0,10.0,10.0,10.0,9.0,133.0,1
t,flexible,f,1,Noe Valley,37.751259999999995,-122.42606,Guesthouse,Entire home/apt,2,1,1,1,Real Bed,2,317,98.0,10.0,10.0,10.0,10.0,10.0,9.0,175.0,1
t,strict_14_with_grace_period,f,1,Marina,37.80117,-122.44135,House,Entire home/apt,5,1,3,4,Real Bed,4,21,98.0,10.0,10.0,10.0,10.0,10.0,10.0,595.0,1
f,strict_14_with_grace_period,f,1,Castro/Upper Market,37.758070000000004,-122.42846000000002,House,Entire home/apt,6,3,3,3,Real Bed,30,40,97.0,10.0,10.0,10.0,10.0,10.0,10.0,850.0,1
f,strict_14_with_grace_period,t,1,Potrero Hill,37.75466,-122.40173,House,Entire home/apt,5,1,2,3,Real Bed,2,17,98.0,10.0,10.0,9.0,10.0,10.0,10.0,300.0,1
f,strict_14_with_grace_period,f,33,Pacific Heights,37.79033,-122.42707,Townhouse,Entire home/apt,6,2,3,3,Real Bed,30,2,90.0,9.0,9.0,9.0,9.0,9.0,9.0,326.0,0
t,moderate,f,1,Mission,37.76206,-122.42201000000001,Apartment,Private room,2,1,1,1,Real Bed,3,110,98.0,10.0,10.0,10.0,10.0,10.0,10.0,119.0,1
f,strict_14_with_grace_period,f,1,Ocean View,37.71777,-122.45366000000001,House,Entire home/apt,6,1,2,2,Real Bed,4,19,96.0,10.0,10.0,9.0,10.0,9.0,10.0,150.0,1
f,moderate,f,1,Noe Valley,37.75374,-122.42679,Apartment,Entire home/apt,4,1,1,1,Real Bed,30,56,93.0,10.0,10.0,10.0,10.0,10.0,9.0,185.0,1
f,strict_14_with_grace_period,f,1,Haight Ashbury,37.77413,-122.44108999999999,Apartment,Entire home/apt,5,2,3,4,Real Bed,4,31,95.0,10.0,10.0,10.0,10.0,9.0,9.0,400.0,1
t,flexible,f,6,Bernal Heights,3.7736400000000003,-122.42402,Hostel,Private room,1,2,1,1,Real Bed,30,14,90.0,9.0,9.0,9.0,9.0,9.0,9.0,39.0,0
f,strict_14_with_grace_period,f,2,Haight Ashbury,3.7761099999999996,-122.44865,Condominium,Entire home/apt,4,1,2,2,Real Bed,3,15,100.0,10.0,10.0,10.0,10.0,10.0,10.0,200.0,1
f,moderate,f,1,Western Addition,37.77445,-122.43728999999999,Apartment,Entire home/apt,4,1,2,2,Real Bed,30,20,100.0,10.0,10.0,10.0,10.0,10.0,10.0,300.0,1
f,moderate,f,1,Mission,37.75933,-122.41906999999999,Condominium,Private room,4,2,2,2,Real Bed,2,92,97.0,10.0,10.0,10.0,10.0,10.0,10.0,250.0,1
