host_is_superhost,cancellation_policy,instant_bookable,host_total_listings_count,neighbourhood_cleansed,latitude,longitude,property_type,room_type,accommodates,bathrooms,bedrooms,beds,bed_type,minimum_nights,number_of_reviews,review_scores_rating,review_scores_accuracy,review_scores_cleanliness,review_scores_checkin,review_scores_communication,review_scores_location,review_scores_value,price,cluster
f,moderate,f,1,Inner Richmond,37.77625,-122.46466000000001,Apartment,Entire home/apt,2,1,1,2,Real Bed,30,2,60.0,9.0,8.0,10.0,10.0,8.0,8.0,80.0,0
f,strict_14_with_grace_period,f,12,Western Addition,37.77518,-122.43333999999999,Apartment,Entire home/apt,8,1,1,4,Real Bed,30,65,89.0,8.0,8.0,10.0,9.0,10.0,9.0,100.0,0
f,flexible,t,20,Financial District,37.79309,-122.40443,Hostel,Shared room,2,1,1,2,Real Bed,1,352,94.0,10.0,9.0,10.0,10.0,10.0,9.0,45.0,1
f,strict_14_with_grace_period,f,12,Western Addition,37.77588,-122.43143,Apartment,Entire home/apt,6,1,1,3,Real Bed,30,50,89.0,9.0,9.0,10.0,9.0,10.0,9.0,95.0,1
f,moderate,f,1,South of Market,37.77026,-122.41855,Apartment,Entire home/apt,2,1,1,1,Real Bed,30,30,99.0,10.0,10.0,10.0,10.0,8.0,9.0,270.0,1
f,strict_14_with_grace_period,f,12,Western Addition,37.77388,-122.43298,Apartment,Entire home/apt,4,1,0,2,Real Bed,30,17,96.0,9.0,9.0,10.0,10.0,10.0,9.0,120.0,1
f,strict_14_with_grace_period,f,41,Excelsior,37.73137,-122.42532,House,Private room,2,1,1,1,Real Bed,30,34,86.0,9.0,8.0,9.0,9.0,8.0,9.0,40.0,0
f,strict_14_with_grace_period,f,41,Excelsior,37.73128,-122.42473000000001,House,Private room,2,1,1,1,Real Bed,30,9,100.0,9.0,9.0,10.0,10.0,9.0,9.0,43.0,1
f,strict_14_with_grace_period,f,41,Excelsior,37.73048,-122.42493999999999,House,Private room,2,1,1,1,Real Bed,30,34,90.0,9.0,8.0,9.0,10.0,8.0,9.0,40.0,0
t,moderate,f,1,Glen Park,37.73838,-122.43375,House,Entire home/apt,2,1,1,1,Real Bed,3,267,98.0,10.0,10.0,10.0,10.0,10.0,10.0,135.0,1
f,strict_14_with_grace_period,f,41,Excelsior,37.73134,-122.42456999999999,House,Private room,3,1,1,1,Real Bed,30,21,81.0,7.0,8.0,9.0,8.0,8.0,8.0,60.0,0
f,strict_14_with_grace_period,t,4,Mission,37.75615,-122.41927,Apartment,Private room,1,2,1,1,Real Bed,2,74,94.0,9.0,9.0,10.0,10.0,10.0,9.0,75.0,1
t,moderate,f,1,Western Addition,37.784929999999996,-122.44618,Condominium,Entire home/apt,4,1,1,2,Real Bed,30,14,93.0,10.0,9.0,10.0,10.0,10.0,9.0,83.0,1
f,strict_14_with_grace_period,f,41,Excelsior,37.73152,-122.42546999999999,House,Private room,3,1,1,1,Real Bed,30,20,78.0,8.0,7.0,8.0,9.0,8.0,8.0,40.0,0
t,moderate,f,1,Western Addition,37.78528,-122.44358000000001,House,Private room,1,1,1,1,Real Bed,1,84,97.0,10.0,10.0,10.0,10.0,9.0,9.0,90.0,1
f,super_strict_30,f,35,Outer Richmond,37.77483,-122.50952,Apartment,Entire home/apt,2,1,0,1,Real Bed,30,6,100.0,10.0,10.0,9.0,9.0,9.0,9.0,85.0,1
t,strict_14_with_grace_period,f,2,Castro/Upper Market,37.75969,-122.44445,Guest suite,Entire home/apt,2,1,0,1,Real Bed,4,222,95.0,10.0,10.0,9.0,10.0,10.0,10.0,85.0,1
t,moderate,f,1,Noe Valley,3.77455,-122.42898000000001,Guest suite,Private room,2,1,1,1,Real Bed,2,323,98.0,10.0,10.0,10.0,10.0,10.0,10.0,115.0,1
f,strict_14_with_grace_period,f,1,Haight Ashbury,37.76194,-122.44928999999999,Apartment,Entire home/apt,6,1,2,3,Real Bed,30,95,95.0,9.0,9.0,10.0,10.0,10.0,9.0,201.0,1
t,moderate,t,2,North Beach,37.80299,-122.40937,Condominium,Entire home/apt,4,2,2,2,Real Bed,2,35,98.0,10.0,10.0,10.0,10.0,10.0,10.0,400.0,1
t,moderate,f,9,Pacific Heights,37.79176,-122.42476,Apartment,Private room,1,1,1,1,Real Bed,30,130,94.0,10.0,9.0,10.0,10.0,10.0,9.0,59.0,1
f,moderate,f,1,Mission,37.76809,-122.42438999999999,Apartment,Entire home/apt,4,1,2,2,Real Bed,2,12,98.0,10.0,10.0,9.0,10.0,10.0,10.0,185.0,1
f,strict_14_with_grace_period,f,1,Mission,37.75629,-122.42518000000001,Apartment,Entire home/apt,5,2,3,3,Real Bed,4,10,100.0,10.0,10.0,10.0,10.0,10.0,10.0,450.0,1
f,strict_14_with_grace_period,f,20,Chinatown,37.792970000000004,-122.40664,House,Shared room,1,2,1,1,Real Bed,30,5,96.0,10.0,8.0,10.0,9.0,8.0,10.0,30.0,1
f,strict_14_with_grace_period,f,4,Outer Sunset,37.757540000000006,-122.49852,House,Private room,1,1,1,1,Airbed,45,3,100.0,10.0,10.0,10.0,10.0,9.0,10.0,85.0,1
t,strict_14_with_grace_period,t,1,Downtown/Civic Center,37.78535,-122.41515,Apartment,Entire home/apt,2,2,2,2,Real Bed,30,59,98.0,10.0,10.0,10.0,10.0,8.0,10.0,130.0,1
f,moderate,t,1,West of Twin Peaks,37.733270000000005,-122.46435,Guest suite,Entire home/apt,4,1,2,2,Real Bed,2,321,94.0,10.0,10.0,10.0,10.0,10.0,9.0,125.0,1
f,strict_14_with_grace_period,f,1,Bayview,37.71549,-122.38922,House,Entire home/apt,4,1,2,2,Real Bed,30,8,93.0,10.0,9.0,10.0,10.0,9.0,10.0,120.0,1
t,strict_14_with_grace_period,f,7,Chinatown,37.79294,-122.40659,House,Shared room,1,2,1,1,Real Bed,30,14,95.0,9.0,8.0,10.0,10.0,10.0,9.0,30.0,1
t,strict_14_with_grace_period,f,1,Castro/Upper Market,37.76102,-122.43005,Condominium,Private room,1,1,1,1,Real Bed,1,501,97.0,10.0,10.0,10.0,10.0,10.0,10.0,125.0,1
f,strict_14_with_grace_period,f,1,Western Addition,37.77083,-122.43109,Apartment,Entire home/apt,2,1,1,1,Real Bed,30,36,99.0,10.0,10.0,10.0,10.0,10.0,9.0,200.0,1
f,moderate,f,2,Downtown/Civic Center,37.77381,-122.42148,Apartment,Entire home/apt,2,1,1,1,Real Bed,30,70,94.0,10.0,9.0,9.0,10.0,9.0,9.0,75.0,1
f,strict_14_with_grace_period,f,1,Inner Sunset,37.76334,-122.46948,House,Entire home/apt,6,3,3,4,Real Bed,5,10,98.0,10.0,9.0,10.0,9.0,9.0,9.0,580.0,1
f,strict_14_with_grace_period,f,4,Haight Ashbury,37.76813,-122.44493999999999,Apartment,Entire home/apt,5,1,3,3,Real Bed,30,80,97.0,10.0,10.0,10.0,10.0,10.0,9.0,150.0,1
t,strict_14_with_grace_period,f,1,Castro/Upper Market,37.75887,-122.43565,Apartment,Entire home/apt,3,1,1,2,Real Bed,3,137,99.0,10.0,10.0,10.0,10.0,10.0,10.0,328.0,1
f,strict_14_with_grace_period,f,10,Haight Ashbury,37.766090000000005,-122.45126,Apartment,Private room,2,4,1,1,Real Bed,32,10,86.0,8.0,7.0,10.0,9.0,10.0,8.0,65.0,0
t,strict_14_with_grace_period,f,1,Mission,37.75586,-122.42092,Apartment,Entire home/apt,2,1,1,1,Real Bed,30,65,99.0,10.0,10.0,10.0,10.0,10.0,10.0,97.0,1
t,moderate,f,1,Bernal Heights,37.739740000000005,-122.42298999999998,House,Private room,2,1,1,1,Real Bed,1,104,95.0,10.0,10.0,10.0,10.0,10.0,10.0,69.0,1
f,moderate,f,1,Marina,37.80356,-122.42589,Condominium,Entire home/apt,4,1,2,2,Real Bed,3,69,97.0,9.0,9.0,10.0,10.0,10.0,9.0,275.0,1
f,strict_14_with_grace_period,t,1,Inner Richmond,3.77806,-122.47596999999999,House,Entire home/apt,6,1,3,3,Real Bed,5,18,94.0,10.0,9.0,9.0,10.0,9.0,9.0,550.0,1
t,moderate,f,3,Bernal Heights,37.74708,-122.42456000000001,House,Private room,2,1,1,1,Real Bed,2,211,97.0,10.0,10.0,10.0,10.0,10.0,10.0,102.0,1
f,strict_14_with_grace_period,f,4,Mission,37.75558,-122.42473999999999,House,Entire home/apt,8,2,4,5,Real Bed,4,25,98.0,10.0,10.0,10.0,10.0,10.0,9.0,1200.0,1
f,strict_14_with_grace_period,f,1,South of Market,37.77284,-122.39686999999999,Apartment,Entire home/apt,6,2,3,3,Real Bed,180,2,100.0,10.0,10.0,10.0,10.0,10.0,9.0,500.0,1
t,flexible,f,1,Castro/Upper Market,37.75823,-122.43273,House,Private room,2,1,1,1,Real Bed,5,57,99.0,10.0,10.0,10.0,10.0,10.0,10.0,150.0,1
t,moderate,f,3,Bernal Heights,37.73874,-122.41623999999999,Apartment,Private room,2,1,1,1,Real Bed,2,150,97.0,10.0,10.0,10.0,10.0,9.0,10.0,90.0,1
t,strict_14_with_grace_period,f,1,Outer Richmond,37.78471,-122.48125,Condominium,Entire home/apt,4,1,2,2,Real Bed,4,176,98.0,10.0,10.0,10.0,10.0,10.0,10.0,425.0,1
f,moderate,f,4,Bernal Heights,37.745470000000005,-122.40726000000001,House,Private room,2,1,1,2,Real Bed,2,139,93.0,10.0,9.0,10.0,10.0,9.0,9.0,85.0,1
t,moderate,f,9,Pacific Heights,37.79336,-122.42506000000002,Apartment,Private room,1,1,1,1,Real Bed,30,117,93.0,10.0,9.0,10.0,10.0,10.0,9.0,56.0,1
t,strict_14_with_grace_period,f,7,Mission,37.76409,-122.41658999999999,Townhouse,Entire home/apt,4,2,2,3,Real Bed,30,113,96.0,9.0,9.0,9.0,9.0,9.0,9.0,395.0,0
f,strict_14_with_grace_period,f,3,Diamond Heights,37.74599,-122.44532,Apartment,Entire home/apt,4,1,2,4,Real Bed,30,107,92.0,10.0,9.0,10.0,10.0,9.0,9.0,230.0,1
f,flexible,f,1,Castro/Upper Market,37.76787,-122.43172,Apartment,Entire home/apt,6,1,2,4,Real Bed,5,19,99.0,10.0,9.0,10.0,10.0,10.0,10.0,275.0,1
f,strict_14_with_grace_period,f,3,Twin Peaks,37.75195,-122.44928,Apartment,Entire home/apt,2,1,1,2,Real Bed,30,87,82.0,8.0,8.0,9.0,9.0,9.0,8.0,115.0,0
f,strict_14_with_grace_period,t,8,South of Market,3.7787599999999997,-122.39222,Apartment,Entire home/apt,6,2,3,3,Real Bed,30,12,100.0,10.0,10.0,10.0,10.0,10.0,9.0,600.0,1
