host_is_superhost,cancellation_policy,instant_bookable,host_total_listings_count,neighbourhood_cleansed,latitude,longitude,property_type,room_type,accommodates,bathrooms,bedrooms,beds,bed_type,minimum_nights,number_of_reviews,review_scores_rating,review_scores_accuracy,review_scores_cleanliness,review_scores_checkin,review_scores_communication,review_scores_location,review_scores_value,price,cluster
f,strict_14_with_grace_period,f,87,Mission,3.7764300000000004,-1.22417,Apartment,Entire home/apt,3,1,0,1,Real Bed,30,0,98.0,10.0,10.0,10.0,10.0,10.0,10.0,100.0,1
t,moderate,t,2,Noe Valley,37.74864,-12.24366,Apartment,Entire home/apt,4,1,0,2,Real Bed,2,139,100.0,10.0,10.0,10.0,10.0,10.0,9.0,200.0,1
f,moderate,f,2,Western Addition,37.77738,-12.24312,House,Private room,1,1,1,1,Real Bed,2,188,91.0,10.0,9.0,10.0,10.0,10.0,9.0,83.0,1
t,moderate,f,3,Marina,37.80515,-12.24357,Guest suite,Entire home/apt,2,1,1,1,Real Bed,2,118,98.0,10.0,10.0,10.0,10.0,10.0,10.0,240.0,1
f,strict_14_with_grace_period,t,1,Haight Ashbury,37.77169,-1.2243899999999999,Apartment,Entire home/apt,4,1,2,2,Real Bed,30,19,92.0,9.0,9.0,10.0,9.0,10.0,9.0,349.0,1
f,strict_14_with_grace_period,f,44,Bernal Heights,37.73612,-12.24211,Apartment,Entire home/apt,2,1,0,1,Real Bed,30,2,100.0,10.0,9.0,10.0,10.0,10.0,9.0,87.0,1
t,moderate,t,4,Bernal Heights,37.742940000000004,-12.24199,Condominium,Private room,2,1,1,1,Real Bed,4,99,96.0,10.0,10.0,10.0,10.0,9.0,9.0,60.0,1
f,strict_14_with_grace_period,f,44,West of Twin Peaks,37.73855,-12.24452,Apartment,Entire home/apt,4,2,3,3,Real Bed,30,3,93.0,9.0,9.0,10.0,10.0,9.0,9.0,149.0,1
f,strict_14_with_grace_period,t,1,Inner Sunset,37.75678,-12.246739999999999,Apartment,Private room,4,1,1,2,Real Bed,3,71,94.0,10.0,10.0,10.0,10.0,9.0,9.0,150.0,1
f,strict_14_with_grace_period,t,87,Noe Valley,3.77523,-12.24359,Apartment,Entire home/apt,3,1,1,1,Real Bed,30,0,98.0,10.0,10.0,10.0,10.0,10.0,10.0,151.0,1
t,strict_14_with_grace_period,f,12,Castro/Upper Market,3.77584,-12.24412,Apartment,Private room,1,4,1,1,Real Bed,30,15,97.0,9.0,10.0,10.0,10.0,9.0,10.0,68.0,1
t,moderate,f,1,Potrero Hill,37.756370000000004,-12.24023,Guesthouse,Entire home/apt,4,1,1,1,Real Bed,30,40,99.0,10.0,10.0,10.0,10.0,10.0,10.0,149.0,1
f,strict_14_with_grace_period,f,8,Outer Richmond,37.77478,-12.24885,Apartment,Entire home/apt,5,1,2,3,Real Bed,30,2,70.0,9.0,7.0,10.0,10.0,9.0,7.0,105.0,0
f,strict_14_with_grace_period,f,44,Western Addition,37.77793,-12.24344,Apartment,Entire home/apt,4,2,2,2,Real Bed,30,2,70.0,7.0,9.0,9.0,8.0,9.0,8.0,153.0,0
t,strict_14_with_grace_period,f,2,Noe Valley,37.75107,-12.24352,Apartment,Entire home/apt,2,1,1,1,Real Bed,2,32,99.0,10.0,10.0,10.0,10.0,10.0,10.0,274.0,1
t,strict_14_with_grace_period,f,7,Russian Hill,37.79939,-12.240910000000001,Apartment,Private room,6,1,3,3,Real Bed,2,4,100.0,10.0,10.0,10.0,10.0,10.0,9.0,449.0,1
t,moderate,f,1,Outer Mission,37.73226,-12.24387,House,Entire home/apt,2,1,1,1,Airbed,3,81,99.0,10.0,10.0,10.0,10.0,10.0,10.0,100.0,1
f,strict_14_with_grace_period,f,1,Marina,37.79841,-12.24376,Apartment,Entire home/apt,4,1,2,2,Real Bed,2,22,93.0,10.0,10.0,9.0,10.0,10.0,9.0,350.0,1
f,flexible,t,12,Financial District,37.78875,-12.240639999999999,Boutique hotel,Private room,2,0,1,1,Real Bed,32,15,85.0,9.0,8.0,10.0,10.0,10.0,9.0,60.0,1
t,moderate,t,1,Western Addition,3.77823,-12.24346,Apartment,Private room,1,1,1,2,Real Bed,30,69,99.0,10.0,10.0,10.0,10.0,10.0,10.0,70.0,1
f,flexible,t,12,Financial District,37.78895,-12.24048,Boutique hotel,Private room,2,0,1,1,Real Bed,32,38,85.0,9.0,9.0,10.0,10.0,10.0,9.0,59.0,1
t,moderate,f,2,West of Twin Peaks,3.7740699999999996,-12.24518,Guest suite,Entire home/apt,2,1,1,1,Real Bed,2,143,97.0,10.0,10.0,10.0,10.0,9.0,9.0,147.0,1
t,moderate,f,852,North Beach,37.80122,-12.241060000000001,Apartment,Entire home/apt,4,2,2,0,Real Bed,30,1,100.0,10.0,10.0,10.0,10.0,10.0,10.0,199.0,1
f,flexible,f,1,Excelsior,37.718309999999995,-12.24349,House,Private room,2,1,1,1,Real Bed,1,4,100.0,10.0,10.0,10.0,10.0,10.0,10.0,85.0,1
f,flexible,t,7,Downtown/Civic Center,37.78411,-12.24121,Hostel,Private room,2,8,1,1,Real Bed,1,97,78.0,9.0,8.0,9.0,9.0,7.0,8.0,70.0,0
f,moderate,t,43,South of Market,37.772290000000005,-12.24164,House,Shared room,4,2,1,4,Real Bed,30,5,96.0,10.0,8.0,8.0,9.0,9.0,8.0,40.0,0
f,strict_14_with_grace_period,f,2,South of Market,37.77897,-12.24035,Loft,Private room,2,1,1,1,Real Bed,1,49,95.0,10.0,9.0,10.0,10.0,9.0,9.0,156.0,1
f,flexible,t,12,Financial District,37.78877,-12.24051,Boutique hotel,Private room,2,1,1,1,Real Bed,1,149,88.0,9.0,9.0,9.0,9.0,10.0,9.0,99.0,1
t,moderate,t,2,Bernal Heights,37.73408,-12.24136,Townhouse,Private room,2,1,1,1,Real Bed,1,184,96.0,10.0,10.0,10.0,10.0,9.0,9.0,100.0,1
t,strict_14_with_grace_period,t,1,Noe Valley,37.749829999999996,-12.24386,Apartment,Private room,2,1,1,1,Real Bed,2,134,99.0,10.0,10.0,10.0,10.0,9.0,10.0,72.0,1
f,flexible,f,10,Nob Hill,37.79075,-12.24194,House,Private room,2,1,1,1,Real Bed,30,4,70.0,9.0,9.0,8.0,8.0,9.0,7.0,60.0,0
f,flexible,t,106,Downtown/Civic Center,37.78946,-12.24118,Hotel,Private room,6,2,3,3,Real Bed,2,0,98.0,10.0,10.0,10.0,10.0,10.0,10.0,750.0,1
t,moderate,t,1,North Beach,37.79834,-12.24039,Apartment,Entire home/apt,3,1,1,1,Real Bed,30,7,100.0,10.0,9.0,10.0,10.0,9.0,10.0,150.0,1
f,flexible,t,2,Crocker Amazon,37.70841,-12.24508,House,Private room,2,1,1,2,Real Bed,1,44,96.0,10.0,10.0,10.0,10.0,9.0,9.0,85.0,1
f,moderate,t,5,Bayview,37.72622,-12.23893,House,Private room,2,2,1,2,Real Bed,1,109,93.0,10.0,10.0,10.0,10.0,9.0,9.0,75.0,1
t,moderate,f,2,Western Addition,37.78474,-12.244530000000001,House,Private room,2,1,1,1,Real Bed,7,9,98.0,10.0,9.0,10.0,10.0,10.0,9.0,355.0,1
t,moderate,f,1,Inner Sunset,3.7759400000000003,-12.245989999999999,Apartment,Entire home/apt,4,1,2,2,Real Bed,30,30,98.0,10.0,10.0,10.0,10.0,10.0,9.0,329.0,1
t,moderate,t,6,Western Addition,37.77095,-12.24355,House,Private room,2,1,1,1,Real Bed,1,67,95.0,10.0,9.0,10.0,10.0,10.0,10.0,110.0,1
f,flexible,t,1,Excelsior,37.726620000000004,-12.24235,Apartment,Entire home/apt,4,1,2,2,Real Bed,30,7,89.0,9.0,8.0,9.0,9.0,9.0,9.0,150.0,0
t,flexible,f,1,Outer Sunset,37.75212,-12.25084,Apartment,Entire home/apt,4,1,1,1,Real Bed,2,72,99.0,10.0,10.0,10.0,10.0,10.0,10.0,249.0,1
f,strict_14_with_grace_period,t,1,South of Market,37.77812,-1.22396,Condominium,Entire home/apt,2,1,0,1,Real Bed,30,3,100.0,9.0,10.0,10.0,10.0,10.0,9.0,116.0,1
f,strict_14_with_grace_period,f,11,Downtown/Civic Center,37.78713,-12.24117,Aparthotel,Private room,1,1,0,1,Real Bed,32,9,89.0,10.0,9.0,10.0,10.0,10.0,10.0,140.0,1
f,strict_14_with_grace_period,f,1,Inner Sunset,3.77619,-12.24677,House,Entire home/apt,8,2,3,4,Real Bed,31,6,100.0,10.0,9.0,10.0,10.0,10.0,10.0,700.0,1
f,strict_14_with_grace_period,t,3,Outer Sunset,37.754059999999996,-12.248610000000001,Apartment,Entire home/apt,6,1,2,3,Real Bed,2,116,94.0,9.0,9.0,10.0,10.0,9.0,9.0,209.0,1
t,strict_14_with_grace_period,t,6,Bayview,3.7727199999999996,-12.237169999999999,House,Private room,1,1,1,1,Real Bed,1,100,96.0,10.0,10.0,10.0,10.0,9.0,10.0,50.0,1
f,flexible,f,6,Downtown/Civic Center,37.78575,-12.24146,Apartment,Private room,2,1,0,1,Real Bed,2,49,92.0,9.0,9.0,10.0,10.0,9.0,9.0,95.0,1
f,moderate,f,14,Bernal Heights,37.73868,-12.24129,House,Entire home/apt,5,1,2,3,Real Bed,30,18,97.0,10.0,10.0,10.0,10.0,10.0,9.0,300.0,1
t,moderate,f,3,Bayview,37.73507,-1.2238799999999999,House,Private room,2,1,1,1,Real Bed,2,100,99.0,10.0,10.0,10.0,10.0,10.0,10.0,103.0,1
t,moderate,f,1,Bernal Heights,37.73531,-12.24248,Guest suite,Private room,2,1,1,1,Real Bed,3,61,99.0,10.0,10.0,10.0,10.0,9.0,10.0,110.0,1
t,strict_14_with_grace_period,t,1,Marina,37.80087,-12.242519999999999,House,Private room,2,1,1,1,Real Bed,2,86,98.0,10.0,9.0,10.0,10.0,10.0,10.0,80.0,1
t,moderate,t,2,Seacliff,37.78038,-12.250589999999999,Guest suite,Entire home/apt,2,1,1,1,Real Bed,4,19,100.0,10.0,10.0,10.0,10.0,10.0,10.0,169.0,1
t,strict_14_with_grace_period,f,1,Bayview,37.71192,-12.23887,Condominium,Private room,1,1,1,1,Real Bed,60,3,100.0,10.0,9.0,10.0,10.0,9.0,10.0,59.0,1
t,moderate,t,3,Noe Valley,37.75182,-12.243739999999999,Guest suite,Entire home/apt,3,1,0,2,Real Bed,1,66,97.0,10.0,10.0,10.0,10.0,10.0,10.0,130.0,1
t,moderate,f,3,Mission,37.75816,-12.24165,Condominium,Private room,4,1,1,2,Real Bed,1,21,96.0,10.0,10.0,10.0,10.0,10.0,9.0,140.0,1
f,moderate,f,1,Inner Sunset,37.763459999999995,-12.24558,House,Entire home/apt,4,1,2,2,Real Bed,2,6,100.0,10.0,10.0,10.0,10.0,10.0,10.0,167.0,1
f,strict_14_with_grace_period,f,33,South of Market,37.78911,-12.23907,Apartment,Entire home/apt,2,1,1,1,Real Bed,30,0,98.0,10.0,10.0,10.0,10.0,10.0,10.0,193.0,1
t,moderate,f,852,South of Market,37.77816,-12.23971,Apartment,Entire home/apt,4,1,2,2,Real Bed,30,1,80.0,8.0,8.0,10.0,2.0,10.0,6.0,195.0,0
f,moderate,t,3,West of Twin Peaks,37.737159999999996,-1.22462,House,Private room,2,1,1,1,Real Bed,2,22,95.0,10.0,10.0,10.0,10.0,10.0,10.0,150.0,1
f,strict_14_with_grace_period,f,3,Twin Peaks,37.74895,-12.244539999999999,Apartment,Entire home/apt,6,2,3,4,Real Bed,30,1,100.0,10.0,10.0,10.0,10.0,10.0,10.0,192.0,1
f,strict_14_with_grace_period,f,3,Twin Peaks,3.7747599999999997,-12.24447,Apartment,Entire home/apt,2,1,0,1,Real Bed,30,3,70.0,10.0,10.0,6.0,9.0,8.0,8.0,62.0,0
f,moderate,f,2,Bayview,37.73095,-12.238719999999999,House,Private room,2,1,1,1,Real Bed,1,7,97.0,10.0,10.0,10.0,10.0,9.0,10.0,58.0,1
t,moderate,f,1,Western Addition,3.7778099999999997,-12.24253,Condominium,Entire home/apt,2,1,2,2,Real Bed,6,14,100.0,10.0,10.0,10.0,10.0,10.0,10.0,315.0,1
f,strict_14_with_grace_period,f,5,Marina,37.80362,-12.244480000000001,Condominium,Entire home/apt,4,2,2,2,Real Bed,30,0,98.0,10.0,10.0,10.0,10.0,10.0,10.0,234.0,1
f,moderate,t,1,Excelsior,37.72381,-12.242360000000001,House,Entire home/apt,4,1,3,4,Real Bed,2,13,98.0,10.0,10.0,10.0,10.0,9.0,10.0,100.0,1
t,strict_14_with_grace_period,f,5,Mission,37.750820000000004,-12.24075,Apartment,Private room,1,1,1,1,Real Bed,5,25,98.0,10.0,10.0,10.0,10.0,10.0,9.0,77.0,1
t,strict_14_with_grace_period,t,1,Pacific Heights,37.79588,-12.24287,Apartment,Entire home/apt,6,2,3,4,Real Bed,30,35,99.0,10.0,10.0,10.0,10.0,10.0,10.0,595.0,1
t,strict_14_with_grace_period,f,5,Chinatown,37.79252,-12.24081,Apartment,Entire home/apt,2,1,1,1,Real Bed,30,8,100.0,10.0,10.0,10.0,10.0,10.0,10.0,100.0,1
f,strict_14_with_grace_period,t,1199,South of Market,3.77794,-12.24136,Apartment,Entire home/apt,2,1,1,1,Real Bed,30,2,100.0,10.0,10.0,10.0,10.0,9.0,9.0,147.0,1
f,moderate,f,1,Western Addition,37.776920000000004,-12.24395,House,Entire home/apt,6,2,3,5,Real Bed,7,4,100.0,10.0,10.0,10.0,10.0,9.0,10.0,440.0,1
f,strict_14_with_grace_period,f,10,Inner Sunset,37.764720000000004,-12.245280000000001,Apartment,Private room,1,3,1,2,Real Bed,32,0,98.0,10.0,10.0,10.0,10.0,10.0,10.0,89.0,1
t,moderate,f,1,Parkside,37.74534,-12.24889,House,Private room,2,1,1,1,Real Bed,2,81,99.0,10.0,10.0,10.0,10.0,10.0,10.0,80.0,1
f,strict_14_with_grace_period,f,44,Mission,37.76158,-12.24182,Apartment,Entire home/apt,2,1,1,1,Real Bed,30,5,90.0,10.0,9.0,10.0,10.0,9.0,8.0,109.0,1
t,moderate,t,2,Noe Valley,37.74985,-1.22432,House,Private room,2,1,1,1,Real Bed,2,57,98.0,10.0,10.0,10.0,10.0,10.0,10.0,85.0,1
t,strict_14_with_grace_period,t,2,Financial District,37.79011,-12.240680000000001,Serviced apartment,Entire home/apt,2,1,0,1,Real Bed,2,20,98.0,10.0,10.0,10.0,10.0,10.0,9.0,75.0,1
t,moderate,f,1,Pacific Heights,37.79629,-12.243269999999999,House,Private room,1,1,1,1,Real Bed,2,81,99.0,10.0,10.0,10.0,10.0,10.0,10.0,200.0,1
t,moderate,f,2,Nob Hill,37.79146,-1.22417,Apartment,Entire home/apt,10,3,4,5,Real Bed,30,96,97.0,10.0,10.0,10.0,10.0,10.0,9.0,495.0,1
t,strict_14_with_grace_period,f,3,Bayview,37.73522,-12.23889,House,Entire home/apt,5,1,2,2,Real Bed,4,3,100.0,10.0,10.0,10.0,10.0,9.0,10.0,300.0,1
f,strict_14_with_grace_period,f,10,Lakeshore,37.73048,-12.24921,Guesthouse,Entire home/apt,8,2,2,4,Real Bed,1,52,91.0,10.0,9.0,10.0,10.0,9.0,9.0,150.0,1
f,flexible,t,1,Outer Sunset,37.75114,-12.24949,House,Entire home/apt,8,3,4,4,Real Bed,4,2,90.0,10.0,7.0,10.0,10.0,8.0,10.0,280.0,1
f,moderate,t,1,Noe Valley,3.77523,-12.24267,Apartment,Entire home/apt,3,1,1,2,Real Bed,30,7,100.0,10.0,10.0,10.0,10.0,10.0,10.0,151.0,1
f,moderate,t,1,Outer Mission,37.73271,-12.24475,House,Entire home/apt,6,1,2,4,Real Bed,30,50,98.0,10.0,10.0,10.0,10.0,10.0,10.0,250.0,1
f,strict_14_with_grace_period,t,14,Lakeshore,37.731120000000004,-12.24876,House,Private room,1,1,1,1,Real Bed,30,1,100.0,10.0,10.0,10.0,10.0,10.0,10.0,67.0,1
f,moderate,f,1,Presidio Heights,37.78322,-12.24505,House,Entire home/apt,6,1,2,3,Real Bed,3,43,98.0,10.0,10.0,10.0,10.0,9.0,10.0,249.0,1
t,strict_14_with_grace_period,f,5,Chinatown,37.79291,-1.2240799999999998,Apartment,Entire home/apt,4,1,0,2,Real Bed,30,2,100.0,10.0,10.0,10.0,10.0,10.0,9.0,105.0,1
t,flexible,f,1,Bernal Heights,37.74568,-12.24112,Apartment,Entire home/apt,4,1,2,2,Real Bed,30,61,100.0,10.0,10.0,10.0,10.0,10.0,9.0,220.0,1
f,flexible,f,1,Parkside,37.73859,-12.24723,House,Entire home/apt,6,3,3,4,Real Bed,5,1,100.0,10.0,10.0,10.0,10.0,10.0,10.0,410.0,1
f,strict_14_with_grace_period,f,35,Financial District,37.79611,-12.24051,Apartment,Entire home/apt,2,1,1,2,Real Bed,30,1,80.0,10.0,10.0,10.0,10.0,8.0,8.0,140.0,1
f,moderate,f,1,Pacific Heights,37.79005,-12.24308,Apartment,Entire home/apt,2,1,1,1,Real Bed,31,27,98.0,10.0,10.0,10.0,10.0,10.0,10.0,150.0,1
f,strict_14_with_grace_period,t,14,Lakeshore,37.73325,-12.24871,House,Private room,2,1,1,1,Real Bed,30,2,60.0,6.0,6.0,10.0,10.0,10.0,6.0,45.0,0
f,strict_14_with_grace_period,f,33,Western Addition,37.78691,-12.243889999999999,Townhouse,Entire home/apt,6,1,3,3,Real Bed,30,1,100.0,10.0,10.0,10.0,10.0,10.0,10.0,206.0,1
t,flexible,f,3,South of Market,37.77746,-12.24083,Condominium,Entire home/apt,2,1,1,1,Real Bed,3,10,96.0,10.0,10.0,9.0,10.0,9.0,9.0,249.0,1
t,flexible,t,2,Pacific Heights,37.79364,-12.24231,Guest suite,Entire home/apt,4,1,1,2,Real Bed,1,151,99.0,10.0,10.0,10.0,10.0,10.0,10.0,299.0,1
t,moderate,t,4,Outer Richmond,37.77233,-12.25026,Apartment,Private room,2,1,1,1,Real Bed,1,63,96.0,10.0,10.0,10.0,10.0,10.0,10.0,73.0,1
t,strict_14_with_grace_period,f,4,Marina,37.80389,-12.244480000000001,Apartment,Private room,1,1,1,1,Real Bed,2,4,95.0,10.0,10.0,10.0,10.0,10.0,9.0,155.0,1
f,strict_14_with_grace_period,t,1199,South of Market,37.77794,-12.24133,Apartment,Entire home/apt,2,1,1,1,Real Bed,30,1,100.0,10.0,10.0,10.0,10.0,6.0,10.0,147.0,1
f,moderate,f,1,Potrero Hill,37.76518,-1.22397,Apartment,Entire home/apt,4,1,2,2,Real Bed,30,35,92.0,9.0,9.0,10.0,10.0,9.0,9.0,143.0,1
t,super_strict_30,f,82,Downtown/Civic Center,37.78877,-12.241060000000001,Serviced apartment,Entire home/apt,4,1,0,2,Real Bed,1,13,100.0,10.0,10.0,10.0,10.0,10.0,9.0,239.0,1
t,strict_14_with_grace_period,f,2,South of Market,37.78182,-1.2239799999999998,Apartment,Private room,1,1,1,1,Real Bed,5,52,99.0,10.0,10.0,10.0,10.0,9.0,10.0,87.0,1
f,strict_14_with_grace_period,t,1,Inner Sunset,37.754690000000004,-1.22465,Guest suite,Entire home/apt,2,1,1,1,Real Bed,5,26,95.0,10.0,10.0,10.0,10.0,10.0,9.0,99.0,1
f,flexible,f,1,West of Twin Peaks,37.739979999999996,-12.246960000000001,Guest suite,Private room,2,1,1,1,Real Bed,1,22,94.0,10.0,10.0,10.0,10.0,10.0,10.0,125.0,1
f,flexible,t,2,Excelsior,37.71856,-12.243139999999999,Apartment,Private room,2,1,1,1,Real Bed,30,11,95.0,10.0,9.0,9.0,10.0,9.0,9.0,72.0,1
f,flexible,t,12,Visitacion Valley,37.71548,-12.24307,Townhouse,Private room,2,3,1,1,Real Bed,1,52,98.0,10.0,10.0,10.0,10.0,9.0,10.0,58.0,1
t,moderate,f,852,North Beach,37.804629999999996,-12.24063,Condominium,Entire home/apt,2,1,1,1,Real Bed,30,1,100.0,10.0,10.0,10.0,10.0,10.0,8.0,166.0,1
t,moderate,t,3,Potrero Hill,37.75931,-12.23967,House,Private room,6,1,3,3,Real Bed,1,20,100.0,10.0,10.0,10.0,10.0,10.0,10.0,350.0,1
t,super_strict_30,f,82,Downtown/Civic Center,37.787459999999996,-12.24093,Condominium,Entire home/apt,4,1,0,2,Real Bed,1,4,95.0,10.0,10.0,10.0,10.0,10.0,10.0,265.0,1
t,strict_14_with_grace_period,f,6,Financial District,37.79118,-1.22395,Serviced apartment,Entire home/apt,4,1,1,1,Real Bed,180,11,98.0,10.0,10.0,10.0,10.0,10.0,10.0,300.0,1
t,moderate,t,1,Castro/Upper Market,37.76101,-12.24435,Apartment,Entire home/apt,4,1,2,2,Real Bed,30,9,98.0,10.0,10.0,10.0,10.0,10.0,9.0,250.0,1
t,strict_14_with_grace_period,t,2,Downtown/Civic Center,0.37788,-12.24182,Apartment,Private room,4,1,1,2,Real Bed,1,82,97.0,10.0,10.0,10.0,10.0,10.0,10.0,147.0,1
f,flexible,f,1,Russian Hill,37.79817,-12.24186,Apartment,Private room,2,2,1,1,Real Bed,1,1,100.0,10.0,10.0,10.0,10.0,10.0,10.0,240.0,1
f,flexible,f,5,Inner Richmond,3.77832,-12.246189999999999,House,Private room,4,2,1,2,Real Bed,1,134,92.0,10.0,9.0,10.0,9.0,10.0,9.0,80.0,1
f,flexible,f,43,South of Market,37.773920000000004,-12.241660000000001,House,Private room,2,1,1,1,Real Bed,30,0,98.0,10.0,10.0,10.0,10.0,10.0,10.0,73.0,1
f,flexible,t,1,Inner Richmond,3.77791,-1.22472,Guest suite,Entire home/apt,3,1,1,2,Real Bed,2,68,91.0,10.0,10.0,10.0,10.0,9.0,9.0,84.0,1
t,moderate,t,35,Haight Ashbury,37.76858,-12.24511,Hostel,Private room,2,5,1,1,Real Bed,1,25,90.0,9.0,8.0,10.0,10.0,10.0,9.0,100.0,1
t,moderate,t,35,Haight Ashbury,37.76873,-12.24509,Hostel,Shared room,1,2,1,1,Real Bed,1,57,97.0,10.0,9.0,10.0,10.0,10.0,10.0,50.0,1
f,strict_14_with_grace_period,t,2,Noe Valley,37.74217,-12.24291,Apartment,Private room,2,1,1,1,Real Bed,2,27,100.0,10.0,10.0,10.0,10.0,10.0,10.0,90.0,1
t,moderate,t,2,Western Addition,37.77408,-12.24272,Apartment,Entire home/apt,4,1,2,2,Real Bed,2,10,96.0,10.0,10.0,10.0,10.0,10.0,9.0,490.0,1
t,moderate,t,2,Castro/Upper Market,37.75877,-12.24319,Apartment,Entire home/apt,3,1,1,1,Real Bed,30,3,100.0,10.0,10.0,10.0,10.0,10.0,10.0,179.0,1
t,moderate,f,1,Bernal Heights,0.37748000000000004,-1.22413,Apartment,Entire home/apt,4,1,2,2,Real Bed,2,22,97.0,10.0,10.0,10.0,10.0,10.0,10.0,225.0,1
t,moderate,f,2,Potrero Hill,37.75763,-1.2238799999999999,Condominium,Private room,2,1,1,1,Real Bed,4,5,100.0,10.0,9.0,10.0,10.0,10.0,10.0,140.0,1
t,moderate,t,1,Excelsior,37.728629999999995,-12.242460000000001,Guest suite,Entire home/apt,4,1,2,2,Real Bed,2,36,99.0,10.0,10.0,10.0,10.0,9.0,10.0,150.0,1
f,strict_14_with_grace_period,f,1,Haight Ashbury,37.77571,-12.24452,Condominium,Entire home/apt,4,1,1,2,Real Bed,30,2,100.0,10.0,10.0,10.0,9.0,10.0,10.0,150.0,1
f,strict_14_with_grace_period,f,64,Castro/Upper Market,37.76005,-0.0012243,Apartment,Entire home/apt,3,1,1,1,Real Bed,30,3,100.0,10.0,10.0,10.0,10.0,10.0,9.0,142.0,1
f,strict_14_with_grace_period,f,87,Downtown/Civic Center,37.78413,-12.24152,Apartment,Entire home/apt,2,1,0,1,Real Bed,30,1,100.0,10.0,8.0,10.0,10.0,8.0,10.0,79.0,1
f,moderate,f,1,Bernal Heights,37.74553,-0.0012241,House,Entire home/apt,4,2,2,2,Real Bed,30,16,98.0,10.0,10.0,10.0,10.0,10.0,9.0,175.0,1
f,strict_14_with_grace_period,f,33,Presidio Heights,37.78738,-12.24502,Apartment,Entire home/apt,2,1,1,1,Real Bed,30,1,100.0,10.0,10.0,10.0,10.0,10.0,10.0,131.0,1
f,moderate,f,1,Bernal Heights,37.747440000000005,-1.22412,Apartment,Entire home/apt,4,2,2,2,Real Bed,30,5,96.0,10.0,10.0,10.0,10.0,10.0,10.0,250.0,1
f,moderate,t,1,South of Market,37.77575,-12.24124,Loft,Entire home/apt,2,1,1,1,Real Bed,1,21,95.0,10.0,9.0,10.0,10.0,9.0,9.0,150.0,1
t,moderate,f,1,Inner Sunset,37.75254,-0.0012247,Guest suite,Entire home/apt,2,1,1,1,Real Bed,3,58,98.0,10.0,10.0,10.0,10.0,10.0,10.0,105.0,1
t,moderate,f,3,Outer Mission,3.77101,-12.245230000000001,House,Private room,1,1,1,1,Real Bed,5,24,98.0,10.0,10.0,10.0,10.0,9.0,9.0,78.0,1
t,moderate,f,852,Mission,3.77524,-12.24135,Apartment,Entire home/apt,2,1,1,1,Real Bed,30,0,98.0,10.0,10.0,10.0,10.0,10.0,10.0,135.0,1
t,flexible,t,1,South of Market,37.78305,-12.23985,Apartment,Private room,1,1,1,1,Real Bed,1,94,98.0,10.0,10.0,10.0,10.0,10.0,10.0,199.0,1
t,moderate,t,1,Inner Richmond,37.78535,-12.246830000000001,Guest suite,Entire home/apt,4,1,1,2,Real Bed,3,41,99.0,10.0,10.0,10.0,10.0,10.0,10.0,195.0,1
f,strict_14_with_grace_period,f,87,Downtown/Civic Center,37.78483,-12.241660000000001,Apartment,Entire home/apt,3,1,1,2,Real Bed,30,2,80.0,10.0,10.0,10.0,10.0,4.0,8.0,97.0,0
t,moderate,f,1,Outer Richmond,37.77823,-12.25036,Guest suite,Entire home/apt,4,1,1,1,Real Bed,2,27,98.0,10.0,10.0,10.0,10.0,9.0,10.0,229.0,1
t,moderate,f,2,Bernal Heights,37.746559999999995,-12.24093,House,Entire home/apt,7,3,3,3,Real Bed,4,1,60.0,8.0,10.0,8.0,2.0,10.0,6.0,550.0,0
t,moderate,f,852,Mission,37.754020000000004,-12.24138,Apartment,Entire home/apt,6,1,3,3,Real Bed,30,1,100.0,10.0,10.0,10.0,10.0,10.0,10.0,223.0,1
f,flexible,f,2,Western Addition,37.77463,-12.24368,Guesthouse,Entire home/apt,6,2,3,3,Real Bed,30,0,98.0,10.0,10.0,10.0,10.0,10.0,10.0,595.0,1
t,moderate,f,1,Western Addition,37.77308,-12.24311,Apartment,Entire home/apt,2,2,1,2,Real Bed,30,27,96.0,10.0,10.0,10.0,10.0,10.0,9.0,299.0,1
f,flexible,t,1,Outer Richmond,37.77346,-12.24802,Guest suite,Entire home/apt,2,1,0,1,Real Bed,3,83,93.0,10.0,9.0,10.0,10.0,9.0,9.0,95.0,1
f,moderate,f,1,Castro/Upper Market,37.76755,-12.24313,Apartment,Entire home/apt,2,1,1,1,Real Bed,30,49,95.0,10.0,10.0,10.0,10.0,10.0,9.0,175.0,1
f,flexible,t,1,Marina,37.80236,-12.24259,Apartment,Entire home/apt,2,1,1,1,Real Bed,30,4,100.0,10.0,10.0,10.0,9.0,10.0,10.0,200.0,1
t,strict_14_with_grace_period,t,2,Castro/Upper Market,37.757220000000004,-12.24393,House,Entire home/apt,5,3,3,3,Real Bed,2,21,100.0,10.0,10.0,10.0,10.0,10.0,9.0,523.0,1
f,strict_14_with_grace_period,t,1,Mission,37.76747,-12.24233,Condominium,Private room,2,1,1,3,Real Bed,1,3,73.0,7.0,7.0,7.0,7.0,9.0,7.0,479.0,0
f,flexible,t,1,Pacific Heights,37.78946,-1.22443,Apartment,Private room,2,1,1,1,Real Bed,30,0,98.0,10.0,10.0,10.0,10.0,10.0,10.0,225.0,1
