host_is_superhost,cancellation_policy,instant_bookable,host_total_listings_count,neighbourhood_cleansed,latitude,longitude,property_type,room_type,accommodates,bathrooms,bedrooms,beds,bed_type,minimum_nights,number_of_reviews,review_scores_rating,review_scores_accuracy,review_scores_cleanliness,review_scores_checkin,review_scores_communication,review_scores_location,review_scores_value,price,cluster
f,moderate,t,6,Outer Mission,37.71165,-12.24462,House,Private room,2,1,1,1,Real Bed,30,43,92.0,10.0,10.0,10.0,10.0,8.0,9.0,50.0,1
t,strict_14_with_grace_period,t,8,Mission,37.75687,-12.24146,Hostel,Shared room,1,2,1,1,Real Bed,1,212,96.0,10.0,9.0,10.0,10.0,9.0,9.0,55.0,1
f,strict_14_with_grace_period,t,31,Bayview,37.72616,-12.238389999999999,Apartment,Private room,2,1,1,1,Real Bed,30,0,98.0,10.0,10.0,10.0,10.0,10.0,10.0,55.0,1
t,strict_14_with_grace_period,f,8,Mission,37.756679999999996,-12.24147,Hostel,Shared room,1,2,1,1,Real Bed,30,140,93.0,10.0,8.0,10.0,10.0,10.0,9.0,33.0,1
t,strict_14_with_grace_period,f,1,South of Market,37.77796,-12.24118,Apartment,Entire home/apt,4,2,2,2,Real Bed,31,14,100.0,10.0,9.0,10.0,10.0,9.0,10.0,180.0,1
f,strict_14_with_grace_period,f,2,Noe Valley,37.75342,-1.22428,Apartment,Entire home/apt,4,1,1,2,Real Bed,30,18,97.0,10.0,10.0,10.0,10.0,10.0,10.0,140.0,1
f,moderate,f,2,Inner Richmond,37.77637,-1.22459,Loft,Entire home/apt,4,1,1,2,Real Bed,30,9,91.0,10.0,9.0,10.0,10.0,9.0,9.0,199.0,1
t,moderate,t,1,Inner Sunset,37.756029999999996,-12.246089999999999,House,Entire home/apt,4,1,1,3,Real Bed,1,106,96.0,10.0,10.0,10.0,10.0,9.0,9.0,150.0,1
t,moderate,t,1,Haight Ashbury,37.77452,-12.244489999999999,Apartment,Entire home/apt,2,1,0,1,Real Bed,3,158,99.0,10.0,10.0,10.0,10.0,10.0,9.0,205.0,1
t,strict_14_with_grace_period,f,2,Downtown/Civic Center,37.788990000000005,-12.24155,Apartment,Private room,2,1,1,1,Real Bed,2,68,97.0,10.0,10.0,10.0,10.0,10.0,10.0,79.0,1
t,moderate,f,1,Russian Hill,37.79825,-12.24109,House,Private room,2,1,1,1,Real Bed,2,280,95.0,10.0,10.0,10.0,10.0,10.0,10.0,156.0,1
t,moderate,f,3,Potrero Hill,37.755390000000006,-12.23973,House,Private room,2,1,1,0,Real Bed,1,230,97.0,10.0,10.0,10.0,10.0,10.0,9.0,146.0,1
f,strict_14_with_grace_period,f,1,Financial District,37.78852,-12.240219999999999,Loft,Entire home/apt,2,2,1,1,Real Bed,30,6,95.0,10.0,10.0,10.0,10.0,10.0,9.0,300.0,1
t,strict_14_with_grace_period,f,1,Outer Sunset,37.759640000000005,-12.250639999999999,Apartment,Entire home/apt,2,1,1,1,Real Bed,30,116,98.0,10.0,10.0,10.0,10.0,10.0,10.0,98.0,1
t,moderate,t,1,South of Market,37.78699,-12.239130000000001,Apartment,Entire home/apt,4,2,2,2,Real Bed,30,8,100.0,10.0,10.0,10.0,10.0,10.0,10.0,173.0,1
t,moderate,f,1,Mission,37.76982,-12.24216,Apartment,Private room,2,1,1,1,Real Bed,1,136,95.0,10.0,10.0,10.0,10.0,9.0,9.0,125.0,1
f,strict_14_with_grace_period,f,1,Mission,37.750440000000005,-12.241010000000001,Apartment,Entire home/apt,4,1,2,3,Real Bed,5,6,100.0,10.0,10.0,10.0,10.0,10.0,10.0,275.0,1
t,moderate,f,2,Pacific Heights,37.78881,-0.0012244,Condominium,Entire home/apt,3,1,2,2,Real Bed,4,99,99.0,10.0,10.0,10.0,10.0,10.0,10.0,225.0,1
f,moderate,f,1,South of Market,37.77062,-12.24214,Condominium,Private room,2,1,1,1,Real Bed,1,26,100.0,10.0,10.0,10.0,10.0,10.0,10.0,240.0,1
f,flexible,f,1,Haight Ashbury,37.76637,-12.24467,House,Private room,2,1,1,1,Real Bed,7,50,96.0,10.0,10.0,10.0,10.0,10.0,10.0,80.0,1
f,strict_14_with_grace_period,f,1,Mission,37.767070000000004,-12.242389999999999,House,Entire home/apt,6,2,3,4,Real Bed,30,19,100.0,10.0,10.0,10.0,10.0,10.0,9.0,325.0,1
f,flexible,f,1,South of Market,37.77248,-12.24078,Loft,Entire home/apt,4,1,1,2,Real Bed,30,4,100.0,10.0,10.0,10.0,10.0,10.0,10.0,250.0,1
f,strict_14_with_grace_period,f,1,Pacific Heights,37.79034,-12.24348,Apartment,Entire home/apt,1,1,0,1,Real Bed,30,1,80.0,10.0,6.0,10.0,10.0,10.0,8.0,129.0,0
t,moderate,t,3,Outer Sunset,37.74896,-12.249239999999999,House,Private room,3,1,1,2,Real Bed,1,261,97.0,10.0,10.0,10.0,10.0,10.0,10.0,75.0,1
f,strict_14_with_grace_period,f,2,South of Market,37.77681,-12.23972,Loft,Private room,1,1,1,1,Futon,30,4,100.0,10.0,10.0,10.0,10.0,10.0,10.0,375.0,1
t,moderate,f,1,Castro/Upper Market,37.75647,-12.24358,Apartment,Entire home/apt,1,1,0,1,Real Bed,31,58,99.0,10.0,10.0,10.0,10.0,10.0,10.0,100.0,1
f,strict_14_with_grace_period,f,1,Haight Ashbury,37.76978,-12.244489999999999,Apartment,Entire home/apt,9,2,3,7,Real Bed,2,10,96.0,10.0,10.0,10.0,10.0,9.0,9.0,450.0,1
f,strict_14_with_grace_period,f,2,Noe Valley,37.74576,-12.24265,House,Entire home/apt,6,4,4,4,Real Bed,7,2,100.0,10.0,10.0,10.0,10.0,9.0,7.0,710.0,1
t,flexible,f,1,Mission,3.7764900000000003,-12.24214,Apartment,Private room,1,1,1,1,Real Bed,2,63,98.0,10.0,10.0,10.0,10.0,10.0,10.0,100.0,1
f,super_strict_60,f,35,Bayview,3.77106,-12.23903,House,Entire home/apt,4,1,2,2,Real Bed,30,0,98.0,10.0,10.0,10.0,10.0,10.0,10.0,170.0,1
t,moderate,f,3,Noe Valley,37.74736,-12.24249,Condominium,Private room,1,1,1,1,Real Bed,3,42,100.0,10.0,10.0,10.0,10.0,10.0,10.0,95.0,1
t,strict_14_with_grace_period,t,1,Mission,37.76205,-12.240789999999999,Apartment,Private room,1,1,1,1,Real Bed,2,131,98.0,10.0,10.0,10.0,10.0,10.0,10.0,89.0,1
t,flexible,t,5,Lakeshore,37.73337,-12.24916,House,Private room,1,1,1,1,Real Bed,1,147,99.0,10.0,10.0,10.0,10.0,10.0,10.0,79.0,1
f,moderate,f,1,Mission,3.7751099999999997,-12.24215,Condominium,Entire home/apt,6,1,3,4,Real Bed,3,9,93.0,10.0,9.0,10.0,10.0,10.0,9.0,300.0,1
t,strict_14_with_grace_period,t,3,Haight Ashbury,37.77561,-12.24409,Apartment,Private room,6,1,1,3,Real Bed,1,260,97.0,10.0,10.0,10.0,10.0,10.0,9.0,239.0,1
f,strict_14_with_grace_period,f,2,Outer Sunset,37.75994,-12.24804,House,Entire home/apt,4,1,2,2,Real Bed,3,50,95.0,10.0,9.0,10.0,10.0,10.0,10.0,300.0,1
f,strict_14_with_grace_period,f,1,Inner Sunset,37.75329,-12.24686,House,Entire home/apt,6,2,3,4,Real Bed,7,9,98.0,10.0,10.0,10.0,10.0,10.0,10.0,400.0,1
t,moderate,t,1,Mission,37.76021,-12.24255,Condominium,Entire home/apt,8,2,3,0,Real Bed,30,59,96.0,10.0,10.0,10.0,10.0,10.0,9.0,475.0,1
f,strict_14_with_grace_period,f,21,Mission,37.754290000000005,-12.242289999999999,Apartment,Entire home/apt,4,1,2,2,Real Bed,30,5,92.0,8.0,8.0,10.0,10.0,10.0,9.0,135.0,1
t,strict_14_with_grace_period,f,6,Presidio Heights,3.7781800000000003,-12.24568,House,Private room,2,1,1,1,Real Bed,2,2,100.0,10.0,10.0,10.0,10.0,10.0,10.0,145.0,1
t,moderate,f,2,Castro/Upper Market,3.77671,-12.24325,Apartment,Private room,1,1,1,1,Real Bed,2,33,99.0,10.0,10.0,10.0,10.0,10.0,10.0,199.0,1
f,strict_14_with_grace_period,t,51,Financial District,37.79565,-12.239939999999999,Apartment,Entire home/apt,4,1,0,2,Real Bed,31,7,100.0,10.0,9.0,10.0,10.0,10.0,9.0,150.0,1
t,moderate,f,1,Russian Hill,37.80353,-12.242230000000001,Guest suite,Entire home/apt,2,1,1,2,Real Bed,1,244,93.0,10.0,10.0,10.0,10.0,10.0,9.0,170.0,1
t,strict_14_with_grace_period,f,1,Inner Sunset,37.763529999999996,-12.24702,Apartment,Entire home/apt,4,1,2,3,Real Bed,5,41,96.0,10.0,10.0,10.0,10.0,9.0,10.0,229.0,1
f,flexible,f,1,Downtown/Civic Center,37.78843,-12.24128,Apartment,Entire home/apt,1,1,0,1,Real Bed,1,0,98.0,10.0,10.0,10.0,10.0,10.0,10.0,60.0,1
f,moderate,f,1,Bernal Heights,37.742779999999996,-12.24196,Apartment,Entire home/apt,4,1,2,2,Real Bed,30,28,96.0,10.0,10.0,10.0,10.0,10.0,9.0,175.0,1
t,moderate,f,1,West of Twin Peaks,37.741170000000004,-12.24635,Guest suite,Private room,2,1,1,1,Real Bed,2,165,96.0,10.0,10.0,10.0,10.0,10.0,10.0,109.0,1
t,moderate,t,3,Outer Sunset,37.74758,-12.24907,House,Private room,8,2,2,5,Real Bed,1,100,97.0,10.0,10.0,10.0,10.0,9.0,10.0,200.0,1
f,moderate,f,483,South of Market,37.770509999999994,-12.23926,Apartment,Entire home/apt,3,1,1,2,Real Bed,30,1,100.0,10.0,10.0,10.0,10.0,10.0,10.0,299.0,1
f,strict_14_with_grace_period,f,3,Western Addition,37.78255,-12.24381,House,Entire home/apt,10,2,5,10,Real Bed,30,22,87.0,9.0,8.0,9.0,9.0,9.0,9.0,450.0,0
t,strict_14_with_grace_period,f,1,Haight Ashbury,37.767309999999995,-12.244580000000001,Condominium,Private room,2,1,1,1,Real Bed,1,103,99.0,10.0,10.0,10.0,10.0,10.0,10.0,175.0,1
t,moderate,t,1,Noe Valley,37.74844,-12.24282,Guest suite,Entire home/apt,4,1,1,3,Real Bed,1,292,96.0,10.0,10.0,10.0,10.0,10.0,9.0,142.0,1
t,super_strict_30,f,82,Downtown/Civic Center,37.78835,-12.24112,Apartment,Entire home/apt,4,1,0,2,Real Bed,1,17,100.0,10.0,10.0,10.0,10.0,10.0,10.0,249.0,1
f,strict_14_with_grace_period,f,2,Potrero Hill,37.754290000000005,-12.24012,Apartment,Private room,1,1,1,1,Real Bed,30,5,92.0,9.0,9.0,9.0,10.0,9.0,9.0,39.0,1
f,moderate,f,1,Visitacion Valley,37.71555,-12.239939999999999,Condominium,Entire home/apt,6,2,2,3,Real Bed,30,94,97.0,10.0,10.0,10.0,10.0,9.0,10.0,224.0,1
t,moderate,t,1,Outer Mission,37.73035,-12.24452,House,Private room,2,1,1,1,Real Bed,3,179,98.0,10.0,10.0,10.0,10.0,10.0,10.0,104.0,1
t,flexible,f,1,Mission,37.74951,-12.24098,House,Private room,4,1,1,1,Real Bed,1,40,100.0,10.0,10.0,10.0,10.0,10.0,10.0,250.0,1
f,strict_14_with_grace_period,t,2,Western Addition,37.78409,-12.24438,Condominium,Entire home/apt,4,2,2,2,Real Bed,30,2,100.0,9.0,10.0,10.0,10.0,7.0,9.0,293.0,1
t,moderate,f,1,Potrero Hill,37.761179999999996,-12.23967,Apartment,Entire home/apt,4,1,2,2,Real Bed,3,43,96.0,10.0,10.0,10.0,10.0,10.0,10.0,195.0,1
f,strict_14_with_grace_period,t,1,Downtown/Civic Center,37.78268,-12.24222,Condominium,Entire home/apt,2,1,0,1,Real Bed,30,19,98.0,10.0,10.0,10.0,10.0,9.0,10.0,110.0,1
f,strict_14_with_grace_period,f,101,North Beach,37.80297,-1.22405,Condominium,Entire home/apt,2,1,1,1,Real Bed,30,3,93.0,9.0,9.0,10.0,10.0,10.0,10.0,246.0,1
f,strict_14_with_grace_period,f,1,Inner Richmond,37.77858,-12.24492,House,Entire home/apt,8,3,4,5,Real Bed,5,17,99.0,10.0,10.0,10.0,10.0,10.0,10.0,599.0,1
f,strict_14_with_grace_period,t,2,Western Addition,37.77084,-12.243030000000001,Condominium,Entire home/apt,2,1,1,1,Real Bed,2,21,98.0,10.0,10.0,10.0,10.0,10.0,10.0,200.0,1
f,moderate,t,28,Downtown/Civic Center,37.78768,-12.24099,Apartment,Private room,2,1,1,1,Real Bed,1,70,90.0,10.0,10.0,10.0,9.0,10.0,10.0,110.0,1
f,moderate,t,28,Downtown/Civic Center,37.786840000000005,-12.24094,Apartment,Private room,2,1,1,1,Real Bed,1,61,88.0,10.0,9.0,10.0,9.0,10.0,9.0,110.0,1
f,flexible,t,28,Downtown/Civic Center,37.78688,-1.22409,Apartment,Private room,2,1,1,1,Real Bed,1,94,90.0,10.0,9.0,10.0,9.0,10.0,9.0,110.0,1
f,flexible,t,28,Downtown/Civic Center,37.78546,-12.24085,Apartment,Private room,2,1,1,1,Real Bed,1,90,88.0,9.0,9.0,9.0,9.0,10.0,9.0,40.0,1
t,strict_14_with_grace_period,t,8,Mission,3.7758300000000005,-12.24128,Hostel,Shared room,1,2,1,1,Real Bed,1,173,96.0,10.0,9.0,10.0,10.0,10.0,10.0,55.0,1
t,strict_14_with_grace_period,f,3,Pacific Heights,37.78918,-12.24419,House,Private room,2,1,1,1,Real Bed,3,44,100.0,10.0,10.0,10.0,10.0,10.0,10.0,186.0,1
f,flexible,f,1,Twin Peaks,37.75186,-12.24441,Apartment,Private room,1,1,1,1,Real Bed,30,83,93.0,9.0,9.0,10.0,10.0,9.0,9.0,53.0,1
t,strict_14_with_grace_period,f,68,Downtown/Civic Center,37.78819,-12.24095,Hotel,Private room,4,1,0,2,Real Bed,2,0,98.0,10.0,10.0,10.0,10.0,10.0,10.0,180.0,1
t,strict_14_with_grace_period,f,1,Inner Sunset,37.761359999999996,-12.24635,Apartment,Entire home/apt,2,1,0,1,Real Bed,30,123,97.0,10.0,10.0,10.0,10.0,10.0,10.0,122.0,1
t,strict_14_with_grace_period,f,89,Downtown/Civic Center,37.77981,-12.242189999999999,Boutique hotel,Private room,2,1,1,1,Real Bed,1,93,97.0,10.0,10.0,10.0,10.0,10.0,10.0,140.0,1
f,moderate,f,2,Haight Ashbury,3.77693,-12.24514,Apartment,Private room,2,1,1,1,Futon,3,0,98.0,10.0,10.0,10.0,10.0,10.0,10.0,99.0,1
t,strict_14_with_grace_period,f,68,Downtown/Civic Center,37.78848,-12.241060000000001,Hotel,Private room,4,1,0,2,Real Bed,1,1,100.0,10.0,10.0,10.0,10.0,10.0,10.0,180.0,1
t,strict_14_with_grace_period,f,1,Mission,37.75566,-12.24186,House,Private room,2,1,1,1,Real Bed,30,72,99.0,10.0,10.0,10.0,10.0,10.0,10.0,165.0,1
f,strict_14_with_grace_period,f,33,South of Market,37.77887,-12.23916,Serviced apartment,Entire home/apt,2,1,1,1,Real Bed,30,2,80.0,9.0,10.0,10.0,9.0,10.0,8.0,144.0,1
t,flexible,t,5,Noe Valley,37.74687,-12.24284,House,Private room,2,1,1,1,Real Bed,1,292,97.0,10.0,10.0,10.0,10.0,10.0,9.0,105.0,1
f,moderate,f,3,Noe Valley,37.75078,-12.24427,Condominium,Private room,2,1,1,1,Real Bed,1,12,98.0,10.0,10.0,10.0,10.0,10.0,10.0,138.0,1
t,flexible,f,5,Parkside,37.74566,-1.22478,House,Private room,2,1,1,2,Real Bed,30,69,98.0,10.0,10.0,10.0,10.0,10.0,10.0,65.0,1
t,moderate,t,6,Western Addition,37.77297,-12.243689999999999,Townhouse,Private room,2,1,1,1,Real Bed,1,170,95.0,10.0,9.0,10.0,10.0,10.0,10.0,125.0,1
f,strict_14_with_grace_period,f,1,Bernal Heights,37.74439,-12.24067,House,Entire home/apt,7,3,3,3,Real Bed,3,0,98.0,10.0,10.0,10.0,10.0,10.0,10.0,300.0,1
f,flexible,f,1,Castro/Upper Market,37.758959999999995,-12.24338,Apartment,Entire home/apt,4,3,2,2,Real Bed,30,1,100.0,10.0,6.0,10.0,10.0,10.0,10.0,199.0,1
f,strict_14_with_grace_period,t,51,Financial District,37.79716,-12.23988,Apartment,Entire home/apt,4,1,0,1,Real Bed,31,7,97.0,9.0,10.0,10.0,10.0,10.0,10.0,140.0,1
t,strict_14_with_grace_period,f,1,Parkside,37.74762,-12.24751,Apartment,Entire home/apt,12,2,3,6,Real Bed,2,170,97.0,10.0,10.0,10.0,10.0,9.0,10.0,499.0,1
f,moderate,f,2,Pacific Heights,37.79356,-12.24366,Apartment,Entire home/apt,4,1,1,2,Real Bed,30,17,99.0,10.0,10.0,10.0,10.0,10.0,9.0,300.0,1
t,moderate,t,1,Potrero Hill,3.7762599999999997,-1.22395,Apartment,Entire home/apt,4,1,0,2,Real Bed,30,156,94.0,10.0,10.0,10.0,10.0,10.0,10.0,150.0,1
t,strict_14_with_grace_period,f,1,Outer Sunset,37.75504,-1.22509,House,Entire home/apt,5,1,2,2,Real Bed,3,32,95.0,10.0,9.0,10.0,10.0,10.0,9.0,220.0,1
t,moderate,f,1,Mission,3.7764699999999998,-12.24222,Apartment,Entire home/apt,2,1,1,1,Real Bed,30,241,96.0,10.0,10.0,10.0,10.0,10.0,9.0,149.0,1
t,flexible,f,4,Downtown/Civic Center,37.78877,-12.24083,Boutique hotel,Private room,2,1,1,1,Real Bed,5,51,98.0,10.0,10.0,10.0,10.0,10.0,10.0,125.0,1
t,moderate,f,3,Castro/Upper Market,37.762229999999995,-0.0012243,Apartment,Private room,2,2,1,1,Real Bed,2,133,98.0,10.0,10.0,10.0,10.0,10.0,10.0,133.0,1
t,moderate,f,9,Outer Mission,37.725640000000006,-12.24381,House,Private room,2,1,1,1,Real Bed,2,85,98.0,10.0,10.0,10.0,10.0,9.0,10.0,80.0,1
f,strict_14_with_grace_period,f,1,Russian Hill,37.80101,-12.241430000000001,Apartment,Entire home/apt,7,3,3,4,Real Bed,30,4,100.0,10.0,10.0,10.0,10.0,9.0,10.0,600.0,1
t,flexible,f,4,Downtown/Civic Center,37.78889,-1.22409,Boutique hotel,Private room,2,2,1,1,Real Bed,5,1,100.0,10.0,10.0,10.0,10.0,10.0,10.0,279.0,1
f,strict_14_with_grace_period,f,1,Haight Ashbury,37.76984,-12.24461,Apartment,Entire home/apt,4,1,2,2,Real Bed,30,4,100.0,10.0,10.0,10.0,10.0,10.0,10.0,127.0,1
t,moderate,t,2,Outer Richmond,37.78113,-12.250110000000001,House,Private room,2,1,1,1,Real Bed,2,273,98.0,10.0,10.0,10.0,10.0,10.0,9.0,125.0,1
t,moderate,f,2,Haight Ashbury,37.76631,-12.24516,Apartment,Private room,2,1,1,1,Real Bed,2,87,97.0,10.0,10.0,10.0,10.0,10.0,10.0,130.0,1
t,strict_14_with_grace_period,f,3,Noe Valley,37.75282,-1.22438,House,Entire home/apt,5,1,2,3,Real Bed,30,22,100.0,10.0,10.0,10.0,10.0,10.0,10.0,300.0,1
f,moderate,f,2,Western Addition,37.77751,-12.24365,Apartment,Entire home/apt,2,1,1,1,Real Bed,30,5,100.0,10.0,10.0,10.0,10.0,10.0,9.0,155.0,1
t,flexible,t,37,Chinatown,37.79136,-12.24061,Boutique hotel,Private room,4,2,1,2,Real Bed,2,5,100.0,10.0,10.0,10.0,10.0,10.0,10.0,300.0,1
f,strict_14_with_grace_period,t,1,Inner Sunset,37.763040000000004,-12.24645,Apartment,Private room,2,1,1,1,Pull-out Sofa,1,229,94.0,10.0,10.0,10.0,10.0,10.0,9.0,94.0,1
f,strict_14_with_grace_period,f,4,Downtown/Civic Center,37.78252,-12.24215,Hostel,Shared room,8,2,1,8,Real Bed,5,23,88.0,9.0,8.0,9.0,9.0,8.0,9.0,99.0,0
t,moderate,f,1,Castro/Upper Market,37.75735,-12.24311,House,Entire home/apt,5,1,2,2,Real Bed,3,118,100.0,10.0,10.0,10.0,10.0,10.0,9.0,475.0,1
f,strict_14_with_grace_period,t,106,Downtown/Civic Center,37.78946,-1.22413,Serviced apartment,Private room,4,1,1,2,Real Bed,2,54,96.0,10.0,10.0,10.0,10.0,10.0,9.0,288.0,1
f,moderate,f,483,Financial District,37.790690000000005,-12.23932,Apartment,Entire home/apt,3,1,1,2,Real Bed,30,0,98.0,10.0,10.0,10.0,10.0,10.0,10.0,215.0,1
f,strict_14_with_grace_period,f,101,Noe Valley,37.74879,-12.24262,Apartment,Entire home/apt,4,2,2,2,Real Bed,30,1,100.0,10.0,8.0,10.0,6.0,10.0,8.0,335.0,0
t,moderate,f,1,Glen Park,37.73563,-12.24377,Bungalow,Private room,2,1,0,1,Futon,3,99,100.0,10.0,10.0,10.0,10.0,10.0,10.0,125.0,1
t,moderate,f,2,Mission,0.37761,-12.242180000000001,Condominium,Entire home/apt,2,1,1,1,Real Bed,2,30,99.0,10.0,10.0,10.0,10.0,10.0,10.0,245.0,1
f,moderate,t,1,Bernal Heights,37.73567,-1.22423,Guest suite,Entire home/apt,4,1,1,2,Real Bed,2,86,99.0,10.0,9.0,10.0,10.0,10.0,10.0,159.0,1
f,strict_14_with_grace_period,f,4,Downtown/Civic Center,37.78199,-12.24217,Hotel,Private room,14,14,14,14,Real Bed,7,11,80.0,8.0,8.0,9.0,10.0,8.0,8.0,69.0,0
t,moderate,f,2,Inner Richmond,37.77928,-12.245280000000001,Condominium,Entire home/apt,5,2,2,2,Real Bed,2,38,99.0,10.0,10.0,10.0,10.0,10.0,10.0,400.0,1
t,moderate,t,1,Potrero Hill,37.75465,-12.24002,Guesthouse,Entire home/apt,3,1,2,2,Real Bed,5,59,98.0,10.0,10.0,10.0,10.0,9.0,10.0,215.0,1
f,strict_14_with_grace_period,f,1,Inner Richmond,37.77384,-12.247110000000001,Condominium,Entire home/apt,5,2,3,3,Real Bed,7,8,98.0,10.0,9.0,10.0,10.0,10.0,9.0,360.0,1
t,strict_14_with_grace_period,f,35,Chinatown,37.792159999999996,-12.24065,Apartment,Entire home/apt,2,1,1,1,Real Bed,30,1,100.0,10.0,10.0,10.0,10.0,10.0,10.0,123.0,1
f,flexible,f,25,North Beach,37.79925,-12.24046,Bed and breakfast,Shared room,2,0,1,1,Real Bed,1,59,94.0,9.0,9.0,10.0,10.0,9.0,9.0,69.0,1
f,strict_14_with_grace_period,t,6,Parkside,37.743159999999996,-12.249880000000001,House,Private room,2,1,1,1,Real Bed,1,124,89.0,9.0,9.0,10.0,9.0,9.0,9.0,67.0,1
f,strict_14_with_grace_period,f,3,Golden Gate Park,37.77033,-12.25101,Apartment,Entire home/apt,4,2,2,2,Real Bed,60,1,98.0,10.0,10.0,10.0,10.0,10.0,10.0,181.0,1
t,flexible,f,7,Chinatown,37.79398,-12.24052,House,Shared room,1,2,1,1,Real Bed,30,0,98.0,10.0,10.0,10.0,10.0,10.0,10.0,30.0,1
t,moderate,f,3,Mission,37.75011,-12.24168,House,Private room,2,1,1,1,Real Bed,2,50,96.0,10.0,10.0,10.0,10.0,10.0,9.0,190.0,1
f,moderate,f,1,Nob Hill,37.79246,-1.22412,Condominium,Entire home/apt,4,1,2,2,Real Bed,58,48,96.0,10.0,10.0,10.0,10.0,10.0,9.0,138.0,1
t,flexible,t,3,Excelsior,37.72475,-12.24057,House,Private room,2,0,1,1,Real Bed,1,160,99.0,10.0,10.0,10.0,10.0,9.0,10.0,68.0,1
f,strict_14_with_grace_period,f,44,Mission,37.75195,-12.24221,Apartment,Entire home/apt,2,1,1,1,Real Bed,30,6,96.0,10.0,10.0,9.0,10.0,10.0,10.0,121.0,1
t,moderate,f,7,Potrero Hill,3.77621,-12.24035,House,Private room,2,2,1,1,Real Bed,1,243,98.0,10.0,10.0,10.0,10.0,10.0,10.0,88.0,1
f,flexible,t,28,Downtown/Civic Center,37.78718,-12.24094,Apartment,Entire home/apt,2,1,1,1,Real Bed,1,116,92.0,10.0,10.0,10.0,9.0,10.0,10.0,110.0,1
f,moderate,t,1,Inner Richmond,37.77964,-1.2247700000000001,House,Entire home/apt,6,1,3,4,Real Bed,2,7,100.0,10.0,10.0,10.0,10.0,9.0,9.0,400.0,1
f,moderate,t,31,South of Market,37.787490000000005,-12.23902,Serviced apartment,Entire home/apt,2,1,1,1,Real Bed,30,1,80.0,10.0,10.0,8.0,6.0,10.0,8.0,189.0,0
f,strict_14_with_grace_period,t,1,Mission,37.76384,-12.24248,Apartment,Private room,2,1,1,1,Real Bed,3,34,99.0,10.0,10.0,10.0,10.0,10.0,10.0,96.0,1
t,strict_14_with_grace_period,f,1,Mission,37.76083,-12.24201,Apartment,Entire home/apt,4,1,2,2,Real Bed,3,63,95.0,10.0,10.0,10.0,9.0,10.0,9.0,250.0,1
t,moderate,f,1,Castro/Upper Market,37.76037,-12.24262,Apartment,Private room,2,1,1,1,Real Bed,1,86,95.0,10.0,10.0,10.0,10.0,10.0,10.0,99.0,1
f,strict_14_with_grace_period,f,3,Outer Richmond,37.77608,-12.24818,House,Private room,2,1,1,1,Real Bed,2,20,98.0,10.0,10.0,10.0,10.0,10.0,10.0,99.0,1
f,moderate,f,1,Bernal Heights,37.73571,-12.24268,Apartment,Entire home/apt,4,1,1,2,Real Bed,1,34,99.0,10.0,10.0,10.0,10.0,10.0,10.0,160.0,1
f,moderate,f,1,Diamond Heights,37.74608,-12.244439999999999,House,Private room,2,1,1,1,Real Bed,2,19,100.0,10.0,10.0,10.0,10.0,10.0,10.0,140.0,1
t,super_strict_30,t,82,Downtown/Civic Center,37.78846,-12.24098,Apartment,Entire home/apt,4,1,0,2,Real Bed,1,15,97.0,10.0,10.0,10.0,10.0,10.0,10.0,269.0,1
f,moderate,f,2,Western Addition,37.77531,-1.2242899999999999,House,Private room,2,1,2,2,Real Bed,3,34,99.0,10.0,9.0,10.0,10.0,10.0,10.0,100.0,1
t,moderate,t,3,Bernal Heights,37.745290000000004,-12.24098,House,Private room,2,2,1,1,Real Bed,1,108,99.0,10.0,10.0,10.0,10.0,10.0,10.0,86.0,1
f,moderate,f,1,Mission,37.75078,-12.24152,Apartment,Entire home/apt,4,1,2,2,Real Bed,3,3,100.0,10.0,10.0,10.0,9.0,10.0,8.0,250.0,1
f,moderate,f,1,South of Market,37.78076,-12.240789999999999,Apartment,Entire home/apt,4,1,2,2,Real Bed,30,61,83.0,9.0,10.0,10.0,10.0,7.0,9.0,150.0,1
f,strict_14_with_grace_period,f,5,Outer Richmond,37.783840000000005,-12.24793,Apartment,Entire home/apt,3,1,1,2,Real Bed,31,4,75.0,7.0,7.0,10.0,8.0,10.0,7.0,100.0,0
f,flexible,f,1,Western Addition,37.778079999999996,-12.24404,Guest suite,Entire home/apt,2,1,1,1,Real Bed,30,107,99.0,10.0,10.0,10.0,10.0,10.0,10.0,199.0,1
t,strict_14_with_grace_period,t,2,Castro/Upper Market,37.76733,-12.24324,Condominium,Private room,1,1,1,1,Real Bed,1,284,99.0,10.0,10.0,10.0,10.0,10.0,10.0,105.0,1
f,strict_14_with_grace_period,f,3,Potrero Hill,3.7758199999999995,-12.24024,Guest suite,Entire home/apt,4,2,2,2,Real Bed,4,54,99.0,10.0,10.0,10.0,10.0,10.0,10.0,195.0,1
t,moderate,t,1,Outer Sunset,3.77631,-12.25032,House,Private room,2,1,1,1,Real Bed,1,44,96.0,10.0,10.0,10.0,10.0,10.0,10.0,85.0,1
t,strict_14_with_grace_period,t,1,Castro/Upper Market,3.77659,-12.24347,Apartment,Entire home/apt,4,1,2,2,Real Bed,4,74,99.0,10.0,10.0,10.0,10.0,10.0,10.0,280.0,1
f,strict_14_with_grace_period,f,1,Bernal Heights,3.77441,-12.24237,House,Entire home/apt,5,2,3,4,Real Bed,30,1,100.0,10.0,10.0,10.0,10.0,10.0,10.0,250.0,1
